,レース,芝ダ,距離,天候,馬場,着順,馬番,性齢,斤量,騎手,単勝,人気,馬体重,増減
4502,6,ダート,1800m,曇,稍重,13,9,牡3,54,"
菊沢一樹
",351.5,15,498,-10
4503,6,ダート,1800m,曇,稍重,14,14,牡3,56,"
菅原隆一
",295.9,13,484,+8
4504,6,ダート,1800m,曇,稍重,15,11,牡3,56,"
武士沢友
",297.5,14,540,-2
4505,6,ダート,1800m,曇,稍重,16,5,牡3,56,"
田中勝春
",232.9,11,522,+2
4506,7,芝,2500m,曇,良,1,4,セ4,57,"
北村宏司
",11.1,5,438,-2
4507,7,芝,2500m,曇,良,2,3,牝5,55,"
三浦皇成
",5.5,3,448,+2
4508,7,芝,2500m,曇,良,3,1,牝3,49,"
山田敬士
",5.0,2,416,-2
4509,7,芝,2500m,曇,良,4,10,牝4,55,"
田辺裕信
",2.0,1,560,0
4510,7,芝,2500m,曇,良,5,9,牡4,57,"
内田博幸
",85.2,10,474,-4
4511,7,芝,2500m,曇,良,6,6,牡4,57,"
松岡正海
",52.1,8,466,0
4512,7,芝,2500m,曇,良,7,7,牡3,54,"
石橋脩
",11.1,6,472,-2
4513,7,芝,2500m,曇,良,8,2,牝4,53,"
藤田菜七
",45.4,7,452,+10
4514,7,芝,2500m,曇,良,9,8,牝4,53,"
菊沢一樹
",312.5,11,466,0
4515,7,芝,2500m,曇,良,10,5,牡4,57,"
荻野琢真
",54.0,9,492,-2
4516,7,芝,2500m,曇,良,11,11,牡5,57,"
戸崎圭太
",8.4,4,494,+8
4517,8,ダート,1800m,曇,良,1,10,牡4,57,"
戸崎圭太
",4.8,2,462,-6
4518,8,ダート,1800m,曇,良,2,7,セ5,55,"
横山武史
",29.3,6,478,-2
4519,8,ダート,1800m,曇,良,3,8,牡3,54,"
蛯名正義
",5.7,3,486,-4
4520,8,ダート,1800m,曇,良,4,2,牡5,57,"
丸山元気
",62.8,9,484,0
4521,8,ダート,1800m,曇,良,5,9,牡3,54,"
北村宏司
",1.9,1,524,-6
4522,8,ダート,1800m,曇,良,6,12,牡5,57,"
内田博幸
",8.4,5,516,-2
4523,8,ダート,1800m,曇,良,7,6,牡4,57,"
石橋脩
",8.0,4,510,0
4524,8,ダート,1800m,曇,良,8,1,牡3,54,"
岩部純二
",201.0,11,490,+6
4525,8,ダート,1800m,曇,良,9,3,牡3,52,"
藤田菜七
",39.5,7,436,0
4526,8,ダート,1800m,曇,良,10,11,牡4,57,"
松岡正海
",93.6,10,492,+6
4527,8,ダート,1800m,曇,良,11,4,牡3,54,"
石川裕紀
",58.4,8,502,+10
4528,8,ダート,1800m,曇,良,12,5,牝3,52,"
武士沢友
",380.9,12,450,0
4529,9,芝,2000m,曇,良,1,9,牝3,52,"
戸崎圭太
",1.8,1,482,-4
4530,9,芝,2000m,曇,良,2,8,牝5,55,"
三浦皇成
",31.2,8,452,+4
4531,9,芝,2000m,曇,良,3,5,牝4,55,"
柴田大知
",11.0,5,424,0
4532,9,芝,2000m,曇,良,4,10,牝3,52,"
内田博幸
",16.4,6,464,-2
4533,9,芝,2000m,曇,良,5,4,牝3,52,"
松岡正海
",5.4,2,436,+4
4534,9,芝,2000m,曇,良,6,11,牝4,55,"
大野拓弥
",23.6,7,442,-6
4535,9,芝,2000m,曇,良,7,2,牝5,55,"
武藤雅
",34.0,9,472,+4
4536,9,芝,2000m,曇,良,8,13,牝3,52,"
北村宏司
",69.8,11,472,+2
4537,9,芝,2000m,曇,良,9,7,牝3,52,"
丸山元気
",10.4,4,482,0
4538,9,芝,2000m,曇,良,10,6,牝5,55,"
石橋脩
",93.6,12,438,0
4539,9,芝,2000m,曇,良,11,3,牝3,52,"
蛯名正義
",8.8,3,466,+10
4540,9,芝,2000m,曇,良,12,1,牝3,52,"
江田照男
",69.7,10,466,-14
4541,9,芝,2000m,曇,良,13,12,牝4,55,"
木幡巧也
",133.9,13,414,-10
4542,10,芝,外1200m,曇,良,1,11,牡4,57,"
内田博幸
",4.2,2,480,-12
4543,10,芝,外1200m,曇,良,2,6,牡6,57,"
柴山雄一
",35.8,10,472,-2
4544,10,芝,外1200m,曇,良,3,2,牝6,55,"
三浦皇成
",26.2,8,466,+2
4545,10,芝,外1200m,曇,良,4,4,牡3,55,"
津村明秀
",5.7,3,482,-4
4546,10,芝,外1200m,曇,良,5,3,牝5,55,"
松岡正海
",13.4,5,458,+2
4547,10,芝,外1200m,曇,良,6,1,牡3,55,"
石橋脩
",5.8,4,520,-10
4548,10,芝,外1200m,曇,良,7,10,セ4,57,"
大野拓弥
",20.4,7,438,-4
4549,10,芝,外1200m,曇,良,8,7,牡6,57,"
田辺裕信
",15.6,6,456,-6
4550,10,芝,外1200m,曇,良,9,12,セ7,57,"
高田潤
",78.7,11,488,+2
4551,10,芝,外1200m,曇,良,10,5,牝3,53,"
戸崎圭太
",2.8,1,432,+6
4552,10,芝,外1200m,曇,良,11,13,牡5,57,"
北村宏司
",98.6,12,532,-6
4553,10,芝,外1200m,曇,良,12,8,牝5,55,"
荻野琢真
",29.8,9,456,+6
4554,10,芝,外1200m,曇,良,13,9,牡5,57,"
木幡巧也
",163.1,13,476,+2
4555,11,ダート,1800m,曇,良,1,6,牡3,53,"
内田博幸
",3.4,2,526,+4
4556,11,ダート,1800m,曇,良,2,1,牡6,56,"
三浦皇成
",15.1,5,474,-6
4557,11,ダート,1800m,曇,良,3,5,牡5,56,"
勝浦正樹
",4.0,3,478,+2
4558,11,ダート,1800m,曇,良,4,4,牡5,57,"
戸崎圭太
",2.3,1,476,-6
4559,11,ダート,1800m,曇,良,5,2,牡6,56,"
石橋脩
",19.4,6,536,0
4560,11,ダート,1800m,曇,良,6,9,牡6,58,"
田中勝春
",14.1,4,484,-4
4561,11,ダート,1800m,曇,良,7,3,牡7,56,"
北村宏司
",46.1,9,490,+2
4562,11,ダート,1800m,曇,良,8,8,牡6,56,"
柴田大知
",21.2,7,488,-18
4563,11,ダート,1800m,曇,良,9,7,牡7,56,"
田辺裕信
",32.3,8,510,+18
4564,12,ダート,1200m,曇,良,1,10,牡5,57,"
杉原誠人
",53.5,12,498,+16
4565,12,ダート,1200m,曇,良,2,12,牝4,55,"
石橋脩
",3.5,2,490,+8
4566,12,ダート,1200m,曇,良,3,1,牝3,51,"
菊沢一樹
",37.9,11,444,0
4567,12,ダート,1200m,曇,良,4,7,牝5,52,"
山田敬士
",18.1,6,460,+2
4568,12,ダート,1200m,曇,良,5,13,牡5,57,"
石川裕紀
",23.8,8,522,+4
4569,12,ダート,1200m,曇,良,6,8,牝4,55,"
大野拓弥
",25.0,9,448,+16
4570,12,ダート,1200m,曇,良,7,14,牝5,54,"
木幡巧也
",35.7,10,484,0
4571,12,ダート,1200m,曇,良,8,4,牡3,55,"
宮崎北斗
",99.2,14,482,+2
4572,12,ダート,1200m,曇,良,9,15,セ4,57,"
戸崎圭太
",9.7,4,460,-4
4573,12,ダート,1200m,曇,良,10,2,牝4,55,"
的場勇人
",185.1,15,478,+2
4574,12,ダート,1200m,曇,良,11,9,セ4,57,"
三浦皇成
",12.8,5,464,0
4575,12,ダート,1200m,曇,良,12,16,牝4,55,"
柴田大知
",2.9,1,496,-6
4576,12,ダート,1200m,曇,良,13,5,セ4,56,"
木幡初也
",282.2,16,428,-18
4577,12,ダート,1200m,曇,良,14,3,牡3,55,"
丸山元気
",55.0,13,482,-4
4578,12,ダート,1200m,曇,良,15,11,牝3,53,"
津村明秀
",6.2,3,488,+10
4579,12,ダート,1200m,曇,良,16,6,牝4,53,"
藤田菜七
",23.2,7,448,+14
4580,1,ダート,1800m,晴,良,1,7,牡2,54,"
ルメール
",1.7,1,530,0
4581,1,ダート,1800m,晴,良,2,2,牡2,54,"
Ｍ．デム
",5.8,3,484,+4
4582,1,ダート,1800m,晴,良,3,4,牡2,54,"
横山典弘
",16.5,4,514,-8
4583,1,ダート,1800m,晴,良,4,12,牝2,54,"
三浦皇成
",4.0,2,432,-2
4584,1,ダート,1800m,晴,良,5,6,牡2,54,"
黛弘人
",196.7,10,446,+2
4585,1,ダート,1800m,晴,良,6,1,牡2,54,"
柴田大知
",233.0,11,446,+2
4586,1,ダート,1800m,晴,良,7,9,牝2,54,"
田辺裕信
",47.4,6,458,0
4587,1,ダート,1800m,晴,良,8,5,牝2,54,"
北村宏司
",16.7,5,474,+8
4588,1,ダート,1800m,晴,良,9,10,牝2,54,"
岩部純二
",68.4,7,470,+4
4589,1,ダート,1800m,晴,良,10,3,牝2,54,"
杉原誠人
",121.2,9,484,+20
4590,1,ダート,1800m,晴,良,11,8,牝2,51,"
山田敬士
",239.7,12,474,-2
4591,1,ダート,1800m,晴,良,12,11,牡2,54,"
津村明秀
",87.2,8,490,+6
4592,2,芝,外1600m,晴,良,1,16,牝2,54,"
田辺裕信
",36.9,7,432,+10
4593,2,芝,外1600m,晴,良,2,12,牝2,54,"
岩田康誠
",11.2,2,480,-6
4594,2,芝,外1600m,晴,良,3,9,牝2,54,"
柴田大知
",16.7,4,398,0
4595,2,芝,外1600m,晴,良,4,2,牝2,54,"
大野拓弥
",15.0,3,488,+16
4596,2,芝,外1600m,晴,良,5,3,牝2,54,"
ルメール
",1.1,1,490,+4
4597,2,芝,外1600m,晴,良,6,15,牝2,54,"
菅原隆一
",348.9,14,392,-2
4598,2,芝,外1600m,晴,良,7,5,牝2,54,"
三浦皇成
",201.4,11,450,+4
4599,2,芝,外1600m,晴,良,8,14,牝2,54,"
戸崎圭太
",17.9,5,434,+6
4600,2,芝,外1600m,晴,良,9,1,牝2,54,"
杉原誠人
",131.5,10,448,+6
4601,2,芝,外1600m,晴,良,10,13,牝2,51,"
木幡育也
",545.9,15,396,-2
4602,2,芝,外1600m,晴,良,11,7,牝2,54,"
内田博幸
",30.4,6,428,+12
4603,2,芝,外1600m,晴,良,12,11,牝2,52,"
藤田菜七
",92.3,9,422,-6
4604,2,芝,外1600m,晴,良,13,4,牝2,54,"
田中勝春
",333.0,13,470,-2
4605,2,芝,外1600m,晴,良,14,8,牝2,54,"
津村明秀
",56.6,8,452,0
4606,2,芝,外1600m,晴,良,15,6,牝2,54,"
黛弘人
",743.4,16,420,+14
4607,2,芝,外1600m,晴,良,16,10,牝2,54,"
蛯名正義
",217.8,12,470,0
4608,3,芝,2000m,晴,良,1,10,牡2,54,"
戸崎圭太
",4.1,3,476,+12
4609,3,芝,2000m,晴,良,2,4,牡2,54,"
石橋脩
",90.6,8,530,0
4610,3,芝,2000m,晴,良,3,2,牝2,54,"
津村明秀
",12.6,5,456,+2
4611,3,芝,2000m,晴,良,4,1,牡2,54,"
ルメール
",3.0,1,486,0
4612,3,芝,2000m,晴,良,5,9,牡2,54,"
石川裕紀
",3.2,2,460,+6
4613,3,芝,2000m,晴,良,6,3,牝2,54,"
三浦皇成
",38.4,7,466,0
4614,3,芝,2000m,晴,良,7,11,牡2,53,"
武藤雅
",8.6,4,486,-2
4615,3,芝,2000m,晴,良,8,5,牡2,54,"
柴田大知
",12.8,6,460,+10
4616,3,芝,2000m,晴,良,9,8,牝2,51,"
山田敬士
",310.9,10,414,+2
4617,3,芝,2000m,晴,良,10,6,牡2,51,"
木幡育也
",335.6,11,442,-10
4618,3,芝,2000m,晴,良,11,7,牡2,53,"
木幡巧也
",282.8,9,426,-8
4619,5,芝,外1200m,晴,良,1,5,牡2,54,"
田辺裕信
",4.2,1,422,0
4620,5,芝,外1200m,晴,良,2,1,牝2,54,"
蛯名正義
",5.5,3,452,0
4621,5,芝,外1200m,晴,良,3,6,牝2,54,"
丸山元気
",97.2,13,398,0
4622,5,芝,外1200m,晴,良,4,2,牡2,54,"
杉原誠人
",71.0,11,454,0
4623,5,芝,外1200m,晴,良,5,10,牡2,54,"
岩田康誠
",8.7,5,494,0
4624,5,芝,外1200m,晴,良,6,3,牝2,53,"
武藤雅
",40.9,9,422,0
4625,5,芝,外1200m,晴,良,7,12,牝2,52,"
菊沢一樹
",4.6,2,420,0
4626,5,芝,外1200m,晴,良,8,11,牝2,54,"
松岡正海
",5.8,4,456,0
4627,5,芝,外1200m,晴,良,9,8,牝2,51,"
山田敬士
",32.8,8,410,0
4628,5,芝,外1200m,晴,良,10,14,牡2,52,"
藤田菜七
",9.3,6,424,0
4629,5,芝,外1200m,晴,良,11,9,牝2,54,"
丹内祐次
",164.7,15,424,0
4630,5,芝,外1200m,晴,良,12,16,牡2,51,"
木幡育也
",110.0,14,434,0
4631,5,芝,外1200m,晴,良,13,4,牡2,54,"
柴田大知
",30.7,7,496,0
4632,5,芝,外1200m,晴,良,14,13,牝2,54,"
江田照男
",57.4,10,404,0
4633,5,芝,外1200m,晴,良,15,15,牝2,54,"
西田雄一
",77.5,12,432,0
4634,5,芝,外1200m,晴,良,16,7,牝2,54,"
嶋田純次
",191.6,16,428,0
4635,6,ダート,1200m,晴,良,1,5,牡3,56,"
丸山元気
",5.6,2,426,-2
4636,6,ダート,1200m,晴,良,2,13,牡3,56,"
内田博幸
",3.2,1,452,+4
4637,6,ダート,1200m,晴,良,3,15,牝3,52,"
横山武史
",25.7,9,392,-10
4638,6,ダート,1200m,晴,良,4,3,セ3,56,"
西田雄一
",325.6,15,490,+8
4639,6,ダート,1200m,晴,良,5,11,牡3,56,"
津村明秀
",11.0,6,460,-4
4640,6,ダート,1200m,晴,良,6,2,牝3,54,"
嶋田純次
",11.8,7,476,+2
4641,6,ダート,1200m,晴,良,7,6,セ3,56,"
横山典弘
",45.9,10,458,+8
4642,6,ダート,1200m,晴,良,8,1,牡3,56,"
石橋脩
",7.3,5,470,+6
4643,6,ダート,1200m,晴,良,9,10,牡3,56,"
江田照男
",19.2,8,488,+8
4644,6,ダート,1200m,晴,良,10,14,牝3,51,"
木幡育也
",95.7,12,444,-2
4645,6,ダート,1200m,晴,良,11,12,牝3,53,"
井上敏樹
",239.3,14,456,+4
4646,6,ダート,1200m,晴,良,12,16,牝3,54,"
岩田康誠
",81.1,11,436,+4
4647,6,ダート,1200m,晴,良,13,7,牡3,53,"
山田敬士
",178.4,13,492,-4
4648,6,ダート,1200m,晴,良,14,8,牝3,54,"
三浦皇成
",6.0,3,456,+2
4649,6,ダート,1200m,晴,良,15,4,牝3,52,"
藤田菜七
",6.9,4,474,+4
4650,6,ダート,1200m,晴,良,16,9,牝3,54,"
宮崎北斗
",370.5,16,440,+10
4651,7,ダート,2400m,晴,良,1,4,牡4,57,"
石橋脩
",17.5,6,526,+14
4652,7,ダート,2400m,晴,良,2,8,牡3,54,"
田中勝春
",7.3,4,490,-8
4653,7,ダート,2400m,晴,良,3,9,セ6,57,"
丹内祐次
",72.1,12,462,-4
4654,7,ダート,2400m,晴,良,4,3,牡4,57,"
大野拓弥
",5.2,2,480,0
4655,7,ダート,2400m,晴,良,5,10,牡3,54,"
勝浦正樹
",29.1,10,488,-10
4656,7,ダート,2400m,晴,良,6,5,牡5,57,"
嘉藤貴行
",28.2,9,440,-4
4657,7,ダート,2400m,晴,良,7,15,牡3,54,"
三浦皇成
",7.2,3,538,-4
4658,7,ダート,2400m,晴,良,8,12,牡4,54,"
木幡育也
",2.5,1,480,-4
4659,7,ダート,2400m,晴,良,9,6,牡3,54,"
菅原隆一
",89.9,14,470,+2
4660,7,ダート,2400m,晴,良,10,7,牡5,57,"
吉田隼人
",18.8,7,470,-10
4661,7,ダート,2400m,晴,良,11,13,牝3,50,"
横山武史
",22.0,8,464,-6
4662,7,ダート,2400m,晴,良,12,2,牡6,57,"
丸山元気
",8.4,5,468,-4
4663,7,ダート,2400m,晴,良,13,11,牝5,55,"
石川裕紀
",58.0,11,454,-2
4664,7,ダート,2400m,晴,良,14,1,牡5,57,"
江田照男
",74.5,13,484,-10
4665,8,ダート,1800m,晴,良,1,1,牝5,55,"
Ｍ．デム
",2.4,1,498,-2
4666,8,ダート,1800m,晴,良,2,6,牝3,51,"
武藤雅
",3.3,2,492,+12
4667,8,ダート,1800m,晴,良,3,11,牝3,50,"
横山武史
",6.4,3,456,+14
4668,8,ダート,1800m,晴,良,4,2,牝5,55,"
松岡正海
",27.4,7,502,+6
4669,8,ダート,1800m,晴,良,5,4,牝3,52,"
横山和生
",69.9,12,500,-8
4670,8,ダート,1800m,晴,良,6,16,牝4,52,"
山田敬士
",10.7,4,442,-10
4671,8,ダート,1800m,晴,良,7,7,牝3,52,"
幸英明
",76.3,13,434,0
4672,8,ダート,1800m,晴,良,8,12,牝3,52,"
大野拓弥
",32.1,8,460,-2
4673,8,ダート,1800m,晴,良,9,15,牝3,51,"
木幡巧也
",45.7,9,456,-8
4674,8,ダート,1800m,晴,良,10,3,牝3,52,"
石川裕紀
",17.0,6,526,-4
4675,8,ダート,1800m,晴,良,11,10,牝3,50,"
菊沢一樹
",50.6,10,514,-2
4676,8,ダート,1800m,晴,良,12,5,牝5,55,"
宮崎北斗
",326.7,15,454,0
4677,8,ダート,1800m,晴,良,13,8,牝4,55,"
丹内祐次
",172.3,14,462,-2
4678,8,ダート,1800m,晴,良,14,13,牝3,50,"
藤田菜七
",14.0,5,476,-2
4679,8,ダート,1800m,晴,良,15,9,牝3,52,"
柴田大知
",363.0,16,470,+6
4680,8,ダート,1800m,晴,良,16,14,牝3,52,"
伊藤工真
",60.2,11,468,+4
4681,9,芝,1800m,曇,良,1,5,牝4,55,"
ルメール
",1.5,1,468,+2
4682,9,芝,1800m,曇,良,2,2,牡5,57,"
石橋脩
",2.7,2,468,-4
4683,9,芝,1800m,曇,良,3,8,牝3,52,"
大野拓弥
",27.2,6,438,-10
4684,9,芝,1800m,曇,良,4,10,牡5,57,"
戸崎圭太
",95.4,8,480,+4
4685,9,芝,1800m,曇,良,5,9,牝5,55,"
柴田大知
",21.0,5,446,+16
4686,9,芝,1800m,曇,良,6,7,牡6,57,"
木幡巧也
",19.3,4,498,-8
4687,9,芝,1800m,曇,良,7,4,牝3,52,"
内田博幸
",16.7,3,458,-10
4688,9,芝,1800m,曇,良,8,1,牡5,57,"
松岡正海
",41.1,7,498,+6
4689,9,芝,1800m,曇,良,9,3,牝5,55,"
岩部純二
",251.9,10,442,+12
4690,9,芝,1800m,曇,良,10,6,牡5,57,"
田中勝春
",178.9,9,486,-4
4691,10,ダート,1200m,曇,良,1,14,牡5,57,"
戸崎圭太
",6.7,3,488,-2
4692,10,ダート,1200m,曇,良,2,12,セ6,57,"
北村宏司
",14.3,7,442,+14
4693,10,ダート,1200m,曇,良,3,15,牝3,53,"
柴田善臣
",9.6,4,446,-16
4694,10,ダート,1200m,曇,良,4,4,牝4,55,"
内田博幸
",33.5,11,466,-8
4695,10,ダート,1200m,曇,良,5,3,牡4,57,"
丸山元気
",10.3,5,476,-2
4696,10,ダート,1200m,曇,良,6,6,牡5,57,"
岩田康誠
",23.9,9,500,-16
4697,10,ダート,1200m,曇,良,7,13,牝4,55,"
大野拓弥
",3.8,1,490,0
4698,10,ダート,1200m,曇,良,8,16,牝6,55,"
木幡巧也
",130.3,16,488,-12
4699,10,ダート,1200m,曇,良,9,2,牡4,57,"
江田照男
",11.9,6,488,-12
4700,10,ダート,1200m,曇,良,10,8,牡4,57,"
三浦皇成
",43.1,13,502,0
4701,10,ダート,1200m,曇,良,11,5,牡4,57,"
幸英明
",35.1,12,464,-4
4702,10,ダート,1200m,曇,良,12,11,牡4,57,"
田中勝春
",31.5,10,470,0
4703,10,ダート,1200m,曇,良,13,1,牡5,57,"
横山典弘
",17.1,8,478,+2
4704,10,ダート,1200m,曇,良,14,10,牡5,57,"
西田雄一
",58.6,15,484,-6
4705,10,ダート,1200m,曇,良,15,9,牝3,53,"
津村明秀
",54.4,14,444,+10
4706,10,ダート,1200m,曇,良,16,7,牡6,57,"
Ｍ．デム
",4.3,2,518,+8
4707,11,芝,外2200m,曇,良,1,4,牡3,56,"
田辺裕信
",7.3,4,506,+8
4708,11,芝,外2200m,曇,良,2,15,牡3,56,"
ルメール
",1.9,1,486,0
4709,11,芝,外2200m,曇,良,3,2,牡3,56,"
岩田康誠
",19.4,6,494,+8
4710,11,芝,外2200m,曇,良,4,7,牡3,56,"
Ｍ．デム
",6.9,2,480,+10
4711,11,芝,外2200m,曇,良,5,14,牡3,56,"
北村宏司
",52.3,10,446,-2
4712,11,芝,外2200m,曇,良,6,12,牡3,56,"
内田博幸
",284.7,14,506,+8
4713,11,芝,外2200m,曇,良,7,5,牡3,56,"
石橋脩
",7.9,5,470,+6
4714,11,芝,外2200m,曇,良,8,3,牡3,56,"
吉田隼人
",360.8,15,470,0
4715,11,芝,外2200m,曇,良,9,10,牡3,56,"
三浦皇成
",180.5,12,458,0
4716,11,芝,外2200m,曇,良,10,6,牡3,56,"
大野拓弥
",47.2,9,430,-12
4717,11,芝,外2200m,曇,良,11,8,牡3,56,"
田中勝春
",241.7,13,478,-10
4718,11,芝,外2200m,曇,良,12,9,牡3,56,"
幸英明
",22.2,7,514,+2
4719,11,芝,外2200m,曇,良,13,1,牡3,56,"
戸崎圭太
",7.1,3,504,-4
4720,11,芝,外2200m,曇,良,14,13,牡3,56,"
津村明秀
",29.7,8,496,-8
4721,11,芝,外2200m,曇,良,15,11,牡3,56,"
小林徹弥
",70.5,11,450,-4
4722,12,芝,1800m,曇,良,1,13,牡3,54,"
田辺裕信
",4.7,3,476,+8
4723,12,芝,1800m,曇,良,2,5,牡4,57,"
武士沢友
",17.3,7,486,+6
4724,12,芝,1800m,曇,良,3,6,牡4,57,"
黛弘人
",62.0,12,478,-4
4725,12,芝,1800m,曇,良,4,15,牡3,54,"
大野拓弥
",16.0,6,470,-6
4726,12,芝,1800m,曇,良,5,1,牝4,55,"
柴田大知
",19.1,10,480,+4
4727,12,芝,1800m,曇,良,6,14,牝5,55,"
Ｍ．デム
",18.9,9,502,-10
4728,12,芝,1800m,曇,良,7,3,セ3,54,"
ルメール
",3.8,1,516,+2
4729,12,芝,1800m,曇,良,8,2,牡3,54,"
戸崎圭太
",18.2,8,502,+10
4730,12,芝,1800m,曇,良,9,8,牡3,54,"
松岡正海
",34.5,11,498,+12
4731,12,芝,1800m,曇,良,10,9,牡4,55,"
横山武史
",96.3,13,454,-2
4732,12,芝,1800m,曇,良,11,7,牝5,53,"
菊沢一樹
",206.2,15,410,-6
4733,12,芝,1800m,曇,良,12,10,牡3,54,"
岩田康誠
",12.0,5,516,+4
4734,12,芝,1800m,曇,良,13,11,牝3,52,"
北村宏司
",7.4,4,490,-2
4735,12,芝,1800m,曇,良,14,4,牡3,54,"
石橋脩
",4.6,2,476,+4
4736,12,芝,1800m,曇,良,15,12,牝3,49,"
山田敬士
",133.6,14,404,0
4737,1,ダート,1800m,曇,重,1,9,牡2,54,"
ルメール
",2.0,1,492,-4
4738,1,ダート,1800m,曇,重,2,6,牝2,54,"
柴田大知
",2.8,2,444,+2
4739,1,ダート,1800m,曇,重,3,10,牝2,53,"
木幡巧也
",62.9,8,466,+12
4740,1,ダート,1800m,曇,重,4,12,牡2,54,"
丸山元気
",9.3,3,472,0
4741,1,ダート,1800m,曇,重,5,3,牝2,54,"
黛弘人
",128.7,12,490,-2
4742,1,ダート,1800m,曇,重,6,8,牡2,54,"
村田一誠
",25.3,6,456,+2
4743,1,ダート,1800m,曇,重,7,5,牡2,54,"
大野拓弥
",14.3,4,458,0
4744,1,ダート,1800m,曇,重,8,11,牝2,54,"
津村明秀
",21.4,5,456,+4
4745,1,ダート,1800m,曇,重,9,14,牡2,54,"
藤岡康太
",69.5,9,450,0
4746,1,ダート,1800m,曇,重,10,2,牡2,53,"
武藤雅
",108.6,10,502,+10
4747,1,ダート,1800m,曇,重,11,4,牡2,52,"
藤田菜七
",57.0,7,430,+2
4748,1,ダート,1800m,曇,重,12,1,牡2,52,"
横山武史
",354.3,15,476,+2
4749,1,ダート,1800m,曇,重,13,13,牡2,52,"
菊沢一樹
",119.3,11,500,+24
4750,1,ダート,1800m,曇,重,14,15,牡2,51,"
山田敬士
",277.5,14,488,+4
4751,1,ダート,1800m,曇,重,15,7,牡2,54,"
武士沢友
",199.5,13,450,-2
4752,2,芝,外1200m,曇,稍重,1,9,牝2,54,"
石橋脩
",4.2,1,438,-2
4753,2,芝,外1200m,曇,稍重,2,12,牝2,54,"
大野拓弥
",4.5,2,460,-4
4754,2,芝,外1200m,曇,稍重,3,7,牝2,54,"
三浦皇成
",22.2,9,406,+6
4755,2,芝,外1200m,曇,稍重,4,3,牝2,53,"
武藤雅
",7.4,3,446,0
4756,2,芝,外1200m,曇,稍重,5,5,牝2,54,"
石川裕紀
",9.4,4,420,-6
4757,2,芝,外1200m,曇,稍重,6,4,牝2,52,"
藤田菜七
",27.2,10,440,+2
4758,2,芝,外1200m,曇,稍重,7,11,牝2,54,"
松岡正海
",34.3,11,434,-4
4759,2,芝,外1200m,曇,稍重,8,15,牝2,54,"
北村宏司
",10.4,6,452,-4
4760,2,芝,外1200m,曇,稍重,9,14,牝2,53,"
木幡巧也
",43.4,12,410,+2
4761,2,芝,外1200m,曇,稍重,10,2,牝2,54,"
嘉藤貴行
",9.6,5,436,+4
4762,2,芝,外1200m,曇,稍重,11,6,牝2,51,"
山田敬士
",47.0,13,426,+4
4763,2,芝,外1200m,曇,稍重,12,13,牝2,54,"
丹内祐次
",173.7,15,420,+14
4764,2,芝,外1200m,曇,稍重,13,1,牝2,54,"
津村明秀
",15.0,7,458,0
4765,2,芝,外1200m,曇,稍重,14,8,牝2,54,"
吉田隼人
",17.7,8,432,+12
4766,2,芝,外1200m,曇,稍重,15,16,牝2,54,"
黛弘人
",368.6,16,414,+8
4767,2,芝,外1200m,曇,稍重,16,10,牝2,51,"
木幡育也
",170.1,14,434,+14
4768,3,芝,1800m,曇,稍重,1,6,牡2,54,"
戸崎圭太
",3.9,2,436,-2
4769,3,芝,1800m,曇,稍重,2,3,牡2,52,"
横山武史
",15.5,6,478,+8
4770,3,芝,1800m,曇,稍重,3,5,牝2,54,"
柴田大知
",5.8,3,448,0
4771,3,芝,1800m,曇,稍重,4,11,牡2,54,"
石橋脩
",2.3,1,480,+2
4772,3,芝,1800m,曇,稍重,5,1,牡2,51,"
山田敬士
",29.1,7,436,+2
4773,3,芝,1800m,曇,稍重,6,10,牝2,54,"
西田雄一
",113.5,10,502,-10
4774,3,芝,1800m,曇,稍重,7,7,牡2,52,"
菊沢一樹
",12.7,5,472,-6
4775,3,芝,1800m,曇,稍重,8,12,牡2,54,"
三浦皇成
",9.0,4,446,-4
4776,3,芝,1800m,曇,稍重,9,8,牝2,54,"
丹内祐次
",88.9,9,448,+2
4777,3,芝,1800m,曇,稍重,10,2,牡2,54,"
丸田恭介
",180.8,11,446,+2
4778,3,芝,1800m,曇,稍重,11,4,牝2,53,"
武藤雅
",275.2,12,430,+4
4779,3,芝,1800m,曇,稍重,12,9,牡2,54,"
松岡正海
",60.3,8,466,0
4780,4,ダート,1200m,曇,重,1,14,牡3,56,"
石橋脩
",3.0,1,532,0
4781,4,ダート,1200m,曇,重,2,1,牝3,54,"
勝浦正樹
",10.4,5,446,-2
4782,4,ダート,1200m,曇,重,3,4,牡3,56,"
北村宏司
",3.7,2,454,+8
4783,4,ダート,1200m,曇,重,4,10,牡3,56,"
田辺裕信
",6.8,4,480,-2
4784,4,ダート,1200m,曇,重,5,16,牝3,54,"
横山典弘
",12.9,6,498,-6
4785,4,ダート,1200m,曇,重,6,2,牡3,56,"
松岡正海
",273.5,14,434,+7
4786,4,ダート,1200m,曇,重,7,5,牝3,54,"
嘉藤貴行
",38.6,8,468,+8
4787,4,ダート,1200m,曇,重,8,9,牡3,55,"
武藤雅
",26.2,7,466,+4
4788,4,ダート,1200m,曇,重,9,6,牝3,54,"
内田博幸
",5.1,3,422,-8
4789,4,ダート,1200m,曇,重,10,11,牡3,56,"
津村明秀
",181.8,13,452,-4
