,レース,芝ダ,距離,天候,馬場,着順,馬番,性齢,斤量,騎手,単勝,人気,馬体重,増減
4224,11,芝,外1600m,晴,良,14,15,牡6,56,"
鮫島克駿
",17.4,6,506,-2
4225,11,芝,外1600m,晴,良,15,6,牡5,56,"
池添謙一
",20.1,9,484,0
4226,12,ダート,1200m,晴,良,1,8,牝6,55,"
横山典弘
",7.9,3,466,-6
4227,12,ダート,1200m,晴,良,2,10,牡6,57,"
戸崎圭太
",2.9,1,512,-8
4228,12,ダート,1200m,晴,良,3,3,牡6,57,"
西田雄一
",9.4,5,526,-4
4229,12,ダート,1200m,晴,良,4,4,牡5,57,"
石橋脩
",6.0,2,494,+10
4230,12,ダート,1200m,晴,良,5,7,牡5,57,"
大野拓弥
",25.0,10,458,+2
4231,12,ダート,1200m,晴,良,6,9,牝6,53,"
菊沢一樹
",21.3,8,484,+2
4232,12,ダート,1200m,晴,良,7,1,牝5,55,"
田中勝春
",26.8,11,482,-6
4233,12,ダート,1200m,晴,良,8,5,牝5,55,"
横山和生
",34.1,12,466,+4
4234,12,ダート,1200m,晴,良,9,12,牝5,52,"
山田敬士
",15.3,7,458,+10
4235,12,ダート,1200m,晴,良,10,11,牝5,55,"
藤懸貴志
",12.0,6,420,0
4236,12,ダート,1200m,晴,良,11,14,牝5,55,"
丸山元気
",66.7,14,462,+2
4237,12,ダート,1200m,晴,良,12,15,牡5,56,"
木幡巧也
",8.5,4,474,-6
4238,12,ダート,1200m,晴,良,13,13,牡6,57,"
内田博幸
",35.7,13,484,-2
4239,12,ダート,1200m,晴,良,14,6,牝4,52,"
木幡育也
",114.4,15,484,-2
4240,12,ダート,1200m,晴,良,15,2,牡5,57,"
蛯名正義
",23.5,9,490,-16
4241,1,ダート,1800m,雨,稍重,1,8,牝2,54,"
北村宏司
",2.3,1,488,-2
4242,1,ダート,1800m,雨,稍重,2,13,牡2,54,"
田辺裕信
",13.8,6,462,+8
4243,1,ダート,1800m,雨,稍重,3,2,牡2,54,"
蛯名正義
",5.4,2,484,+4
4244,1,ダート,1800m,雨,稍重,4,3,牡2,54,"
丹内祐次
",128.7,14,480,0
4245,1,ダート,1800m,雨,稍重,5,14,牡2,54,"
黛弘人
",117.5,13,476,-2
4246,1,ダート,1800m,雨,稍重,6,6,牝2,54,"
的場勇人
",8.2,3,476,-4
4247,1,ダート,1800m,雨,稍重,7,5,牝2,54,"
大野拓弥
",65.6,11,428,-10
4248,1,ダート,1800m,雨,稍重,8,12,牡2,54,"
内田博幸
",9.5,5,462,-10
4249,1,ダート,1800m,雨,稍重,9,15,牡2,54,"
武士沢友
",188.4,15,470,+12
4250,1,ダート,1800m,雨,稍重,10,7,牝2,51,"
木幡育也
",18.5,7,426,+4
4251,1,ダート,1800m,雨,稍重,11,1,牡2,54,"
丸山元気
",93.6,12,442,-10
4252,1,ダート,1800m,雨,稍重,12,9,牡2,54,"
柴田大知
",58.6,10,486,+8
4253,1,ダート,1800m,雨,稍重,13,10,牡2,53,"
武藤雅
",44.7,8,440,-12
4254,1,ダート,1800m,雨,稍重,14,4,牝2,54,"
横山和生
",8.6,4,466,+2
4255,1,ダート,1800m,雨,稍重,15,11,牝2,54,"
三浦皇成
",53.5,9,504,+8
4256,2,ダート,1200m,雨,稍重,1,2,牡2,54,"
石川裕紀
",7.9,3,462,+4
4257,2,ダート,1200m,雨,稍重,2,10,牡2,54,"
嘉藤貴行
",9.4,6,432,+4
4258,2,ダート,1200m,雨,稍重,3,1,牝2,54,"
三浦皇成
",3.1,1,462,-8
4259,2,ダート,1200m,雨,稍重,4,11,牡2,54,"
宮崎北斗
",8.7,5,484,+4
4260,2,ダート,1200m,雨,稍重,5,13,牝2,52,"
菊沢一樹
",156.2,13,434,-8
4261,2,ダート,1200m,雨,稍重,6,15,牡2,54,"
北村宏司
",4.7,2,462,+2
4262,2,ダート,1200m,雨,稍重,7,9,牡2,52,"
横山武史
",122.9,12,426,+12
4263,2,ダート,1200m,雨,稍重,8,12,牝2,54,"
内田博幸
",35.7,9,450,+12
4264,2,ダート,1200m,雨,稍重,9,3,牡2,53,"
木幡初也
",79.4,11,468,-2
4265,2,ダート,1200m,雨,稍重,10,8,牡2,51,"
木幡育也
",8.2,4,482,+6
4266,2,ダート,1200m,雨,稍重,11,4,牡2,54,"
武士沢友
",311.2,15,436,-6
4267,2,ダート,1200m,雨,稍重,12,5,牡2,54,"
田辺裕信
",15.4,7,432,0
4268,2,ダート,1200m,雨,稍重,13,7,牡2,54,"
大野拓弥
",21.2,8,504,0
4269,2,ダート,1200m,雨,稍重,14,14,牡2,54,"
江田照男
",63.4,10,450,0
4270,2,ダート,1200m,雨,稍重,15,16,牡2,51,"
山田敬士
",384.4,16,416,-4
4271,2,ダート,1200m,雨,稍重,16,6,牡2,54,"
的場勇人
",288.3,14,474,+10
4272,3,芝,1800m,雨,稍重,1,10,牡2,54,"
内田博幸
",2.4,1,478,+14
4273,3,芝,1800m,雨,稍重,2,9,牡2,54,"
石橋脩
",12.6,4,474,0
4274,3,芝,1800m,雨,稍重,3,8,牡2,54,"
柴田大知
",2.7,2,476,+4
4275,3,芝,1800m,雨,稍重,4,3,牡2,54,"
横山典弘
",13.0,5,448,0
4276,3,芝,1800m,雨,稍重,5,1,牡2,54,"
宮崎北斗
",17.6,6,448,-4
4277,3,芝,1800m,雨,稍重,6,5,牝2,54,"
津村明秀
",8.0,3,454,+2
4278,3,芝,1800m,雨,稍重,7,4,牝2,54,"
大野拓弥
",88.9,9,460,+2
4279,3,芝,1800m,雨,稍重,8,6,牡2,54,"
戸崎圭太
",61.9,8,482,+4
4280,3,芝,1800m,雨,稍重,9,2,牡2,54,"
武士沢友
",21.1,7,482,+12
4281,3,芝,1800m,雨,稍重,10,7,牡2,54,"
丹内祐次
",372.1,10,446,+2
4282,4,ダート,1800m,雨,稍重,1,2,牝3,54,"
内田博幸
",4.7,2,426,+2
4283,4,ダート,1800m,雨,稍重,2,13,牝3,54,"
三浦皇成
",23.4,8,488,-4
4284,4,ダート,1800m,雨,稍重,3,8,牝3,54,"
石橋脩
",2.1,1,456,+6
4285,4,ダート,1800m,雨,稍重,4,16,牝3,54,"
丸山元気
",10.5,5,452,+4
4286,4,ダート,1800m,雨,稍重,5,7,牝3,54,"
津村明秀
",10.1,4,446,-4
4287,4,ダート,1800m,雨,稍重,6,6,牝3,54,"
柴田大知
",7.3,3,454,-2
4288,4,ダート,1800m,雨,稍重,7,1,牝3,52,"
菊沢一樹
",50.3,9,478,+6
4289,4,ダート,1800m,雨,稍重,8,5,牝3,54,"
吉田隼人
",15.3,6,414,-2
4290,4,ダート,1800m,雨,稍重,9,12,牝3,54,"
柴山雄一
",157.1,13,400,+6
4291,4,ダート,1800m,雨,稍重,10,15,牝3,54,"
長岡禎仁
",419.6,16,446,+2
4292,4,ダート,1800m,雨,稍重,11,14,牝3,54,"
黛弘人
",187.1,14,462,+6
4293,4,ダート,1800m,雨,稍重,12,3,牝3,53,"
木幡巧也
",51.3,10,436,-6
4294,4,ダート,1800m,雨,稍重,13,4,牝3,54,"
宮崎北斗
",148.7,12,450,+8
4295,4,ダート,1800m,雨,稍重,14,11,牝3,51,"
山田敬士
",93.2,11,420,+10
4296,4,ダート,1800m,雨,稍重,15,10,牝3,52,"
横山武史
",236.0,15,422,-2
4297,4,ダート,1800m,雨,稍重,16,9,牝3,51,"
木幡育也
",19.6,7,496,-6
4298,5,芝,外1600m,小雨,稍重,1,13,牝2,54,"
戸崎圭太
",7.0,5,440,0
4299,5,芝,外1600m,小雨,稍重,2,5,牝2,54,"
宮崎北斗
",19.8,6,474,0
4300,5,芝,外1600m,小雨,稍重,3,4,牝2,54,"
丸山元気
",5.8,4,440,0
4301,5,芝,外1600m,小雨,稍重,4,11,牝2,54,"
吉田隼人
",36.2,8,422,0
4302,5,芝,外1600m,小雨,稍重,5,9,牝2,53,"
武藤雅
",4.9,3,460,0
4303,5,芝,外1600m,小雨,稍重,6,16,牝2,54,"
大野拓弥
",4.2,2,478,0
4304,5,芝,外1600m,小雨,稍重,7,6,牝2,54,"
田辺裕信
",61.9,11,444,0
4305,5,芝,外1600m,小雨,稍重,8,8,牝2,54,"
横山和生
",4.2,1,462,0
4306,5,芝,外1600m,小雨,稍重,9,7,牝2,54,"
江田照男
",26.6,7,394,0
4307,5,芝,外1600m,小雨,稍重,10,2,牝2,53,"
木幡巧也
",197.7,14,456,0
4308,5,芝,外1600m,小雨,稍重,11,12,牝2,54,"
柴田大知
",135.2,12,434,0
4309,5,芝,外1600m,小雨,稍重,12,15,牝2,54,"
内田博幸
",45.9,9,452,0
4310,5,芝,外1600m,小雨,稍重,13,3,牝2,54,"
柴山雄一
",51.6,10,456,0
4311,5,芝,外1600m,小雨,稍重,14,10,牝2,54,"
原田和真
",316.7,16,454,0
4312,5,芝,外1600m,小雨,稍重,15,1,牝2,54,"
岩部純二
",140.4,13,412,0
4313,5,芝,外1600m,小雨,稍重,16,14,牝2,54,"
的場勇人
",257.0,15,436,0
4314,6,ダート,1200m,小雨,稍重,1,9,牝2,52,"
藤田菜七
",13.0,5,490,0
4315,6,ダート,1200m,小雨,稍重,2,13,牝2,54,"
戸崎圭太
",4.6,3,436,0
4316,6,ダート,1200m,小雨,稍重,3,12,牡2,54,"
石橋脩
",21.0,7,472,0
4317,6,ダート,1200m,小雨,稍重,4,10,牡2,54,"
内田博幸
",2.7,1,504,0
4318,6,ダート,1200m,小雨,稍重,5,1,牡2,54,"
石川裕紀
",155.4,12,466,0
4319,6,ダート,1200m,小雨,稍重,6,16,牡2,54,"
武士沢友
",42.1,8,452,0
4320,6,ダート,1200m,小雨,稍重,7,2,牝2,54,"
伴啓太
",84.2,11,462,0
4321,6,ダート,1200m,小雨,稍重,8,14,牝2,54,"
横山典弘
",4.0,2,476,0
4322,6,ダート,1200m,小雨,稍重,9,3,牝2,53,"
木幡巧也
",19.5,6,460,0
4323,6,ダート,1200m,小雨,稍重,10,8,牡2,53,"
井上敏樹
",330.0,16,440,0
4324,6,ダート,1200m,小雨,稍重,11,5,牝2,54,"
西田雄一
",275.6,14,446,0
4325,6,ダート,1200m,小雨,稍重,12,7,牝2,54,"
蛯名正義
",166.2,13,434,0
4326,6,ダート,1200m,小雨,稍重,13,4,牡2,54,"
北村宏司
",79.2,10,444,0
4327,6,ダート,1200m,小雨,稍重,14,15,牡2,53,"
武藤雅
",50.4,9,452,0
4328,6,ダート,1200m,小雨,稍重,15,11,牝2,54,"
嶋田純次
",285.1,15,408,0
4329,6,ダート,1200m,小雨,稍重,16,6,牝2,54,"
田辺裕信
",9.5,4,476,0
4330,7,芝,2000m,小雨,稍重,1,5,牝3,54,"
津村明秀
",18.8,7,452,+2
4331,7,芝,2000m,小雨,稍重,2,1,牝3,54,"
田辺裕信
",22.1,8,426,+2
4332,7,芝,2000m,小雨,稍重,3,4,牡3,56,"
内田博幸
",36.2,12,450,-2
4333,7,芝,2000m,小雨,稍重,4,13,牝3,54,"
戸崎圭太
",4.5,2,456,0
4334,7,芝,2000m,小雨,稍重,5,17,牝3,53,"
井上敏樹
",39.3,13,446,0
4335,7,芝,2000m,小雨,稍重,6,7,牝3,54,"
石橋脩
",9.6,4,476,+14
4336,7,芝,2000m,小雨,稍重,7,11,牝3,54,"
北村宏司
",25.7,10,454,-4
4337,7,芝,2000m,小雨,稍重,8,18,牝3,54,"
横山和生
",3.6,1,450,+14
4338,7,芝,2000m,小雨,稍重,9,12,牡3,56,"
丸山元気
",11.8,5,488,0
4339,7,芝,2000m,小雨,稍重,10,6,牝3,53,"
木幡巧也
",125.6,16,406,-8
4340,7,芝,2000m,小雨,稍重,11,8,牝3,54,"
吉田隼人
",95.5,15,460,-2
4341,7,芝,2000m,小雨,稍重,12,3,牝3,54,"
柴田善臣
",15.6,6,426,0
4342,7,芝,2000m,小雨,稍重,13,16,牡3,56,"
三浦皇成
",34.4,11,506,-4
4343,7,芝,2000m,小雨,稍重,14,14,牝3,54,"
大野拓弥
",5.0,3,450,0
4344,7,芝,2000m,小雨,稍重,15,15,牡3,56,"
松岡正海
",22.8,9,460,0
4345,7,芝,2000m,小雨,稍重,16,9,牝3,54,"
柴田大知
",210.7,18,416,+14
4346,7,芝,2000m,小雨,稍重,17,10,牡3,56,"
江田照男
",142.2,17,486,+12
4347,7,芝,2000m,小雨,稍重,18,2,牡3,53,"
山田敬士
",74.5,14,478,-10
4348,8,ダート,1200m,小雨,稍重,1,13,牡3,53,"
藤田菜七
",13.8,9,508,+8
4349,8,ダート,1200m,小雨,稍重,2,12,牝4,55,"
三浦皇成
",5.9,2,488,-8
4350,8,ダート,1200m,小雨,稍重,3,2,牝4,52,"
山田敬士
",69.2,11,508,-6
4351,8,ダート,1200m,小雨,稍重,4,4,牝6,55,"
田辺裕信
",7.8,5,470,+6
4352,8,ダート,1200m,小雨,稍重,5,15,牡3,52,"
木幡育也
",7.0,4,458,-2
4353,8,ダート,1200m,小雨,稍重,6,8,牡4,57,"
内田博幸
",3.5,1,506,+6
4354,8,ダート,1200m,小雨,稍重,7,16,牡3,55,"
大野拓弥
",11.2,6,478,-4
4355,8,ダート,1200m,小雨,稍重,8,7,牝4,55,"
杉原誠人
",222.6,15,466,+6
4356,8,ダート,1200m,小雨,稍重,9,9,牡3,55,"
松岡正海
",13.1,7,478,+4
4357,8,ダート,1200m,小雨,稍重,10,6,牡3,54,"
木幡巧也
",6.6,3,468,+6
4358,8,ダート,1200m,小雨,稍重,11,1,牝3,53,"
柴田大知
",191.9,14,440,+20
4359,8,ダート,1200m,小雨,稍重,12,3,牝3,52,"
武藤雅
",81.3,12,440,+18
4360,8,ダート,1200m,小雨,稍重,13,14,牝3,53,"
津村明秀
",13.3,8,428,-6
4361,8,ダート,1200m,小雨,稍重,14,10,牡3,55,"
宮崎北斗
",97.4,13,460,-10
4362,8,ダート,1200m,小雨,稍重,15,11,牡3,53,"
菊沢一樹
",56.4,10,502,-2
4363,9,芝,外1200m,小雨,稍重,1,6,牝3,53,"
戸崎圭太
",2.4,1,438,+6
4364,9,芝,外1200m,小雨,稍重,2,5,牡4,57,"
松岡正海
",4.0,2,460,+4
4365,9,芝,外1200m,小雨,稍重,3,8,牝3,53,"
田中勝春
",7.0,3,468,+20
4366,9,芝,外1200m,小雨,稍重,4,2,牡4,57,"
内田博幸
",16.3,6,448,+8
4367,9,芝,外1200m,小雨,稍重,5,12,牝4,55,"
井上敏樹
",155.1,12,444,-2
4368,9,芝,外1200m,小雨,稍重,6,16,牡4,57,"
田辺裕信
",17.0,7,462,-2
4369,9,芝,外1200m,小雨,稍重,7,15,牡5,57,"
北村宏司
",54.0,10,502,+8
4370,9,芝,外1200m,小雨,稍重,8,7,牝4,55,"
柴田善臣
",12.2,5,442,+2
4371,9,芝,外1200m,小雨,稍重,9,11,牡3,55,"
菅原隆一
",192.2,14,476,-6
4372,9,芝,外1200m,小雨,稍重,10,3,牝3,53,"
柴田大知
",9.4,4,468,-10
4373,9,芝,外1200m,小雨,稍重,11,9,牡5,57,"
勝浦正樹
",109.9,11,454,0
4374,9,芝,外1200m,小雨,稍重,12,14,牝3,53,"
西田雄一
",515.1,15,466,-6
4375,9,芝,外1200m,小雨,稍重,13,4,牝3,53,"
原田和真
",25.6,9,456,+2
4376,9,芝,外1200m,小雨,稍重,14,1,牝3,53,"
長岡禎仁
",567.3,16,442,0
4377,9,芝,外1200m,小雨,稍重,15,13,牝4,55,"
蛯名正義
",20.6,8,470,-4
4378,9,芝,外1200m,小雨,稍重,16,10,牝4,55,"
江田照男
",157.3,13,460,+4
4379,10,ダート,2400m,曇,稍重,1,6,牡4,55,"
横山典弘
",6.1,4,486,+2
4380,10,ダート,2400m,曇,稍重,2,8,牡4,55,"
石橋脩
",3.8,2,454,-4
4381,10,ダート,2400m,曇,稍重,3,11,牡7,53,"
戸崎圭太
",26.4,7,462,-2
4382,10,ダート,2400m,曇,稍重,4,9,牡4,55,"
大野拓弥
",2.5,1,468,0
4383,10,ダート,2400m,曇,稍重,5,10,牡6,54,"
三浦皇成
",27.5,8,506,0
4384,10,ダート,2400m,曇,稍重,6,1,牡6,53,"
江田照男
",32.1,9,486,0
4385,10,ダート,2400m,曇,稍重,7,5,牡5,56,"
北村宏司
",23.4,6,492,-6
4386,10,ダート,2400m,曇,稍重,8,3,牡5,55,"
黛弘人
",5.1,3,454,-8
4387,10,ダート,2400m,曇,稍重,9,4,牝5,50,"
藤田菜七
",17.7,5,454,-2
4388,10,ダート,2400m,曇,稍重,10,7,牡5,53,"
内田博幸
",46.2,10,524,+2
4389,10,ダート,2400m,曇,稍重,11,2,牡5,54,"
松岡正海
",48.3,11,522,+4
4390,11,芝,2000m,曇,稍重,1,11,セ5,57,"
石橋脩
",16.1,7,450,-8
4391,11,芝,2000m,曇,稍重,2,4,牡3,54,"
内田博幸
",3.0,1,450,+4
4392,11,芝,2000m,曇,稍重,3,2,セ7,57,"
松岡正海
",15.9,6,474,+4
4393,11,芝,2000m,曇,稍重,4,8,セ7,57,"
三浦皇成
",60.7,8,474,+4
4394,11,芝,2000m,曇,稍重,5,6,牡4,57,"
田辺裕信
",5.4,3,496,-6
4395,11,芝,2000m,曇,稍重,6,9,牡4,57,"
蛯名正義
",3.4,2,476,0
4396,11,芝,2000m,曇,稍重,7,12,牝5,55,"
北村宏司
",8.4,5,434,-4
4397,11,芝,2000m,曇,稍重,8,1,牡4,57,"
戸崎圭太
",6.0,4,492,+10
4398,11,芝,2000m,曇,稍重,9,5,牡8,57,"
柴山雄一
",166.3,10,468,-2
4399,11,芝,2000m,曇,稍重,10,10,セ7,57,"
杉原誠人
",140.0,9,490,-2
4400,11,芝,2000m,曇,稍重,11,3,牡8,57,"
黛弘人
",276.4,12,458,-2
4401,11,芝,2000m,曇,稍重,12,7,牝7,55,"
武士沢友
",268.2,11,494,-8
4402,12,ダート,1800m,曇,稍重,1,10,牡4,57,"
石橋脩
",2.4,1,522,+4
4403,12,ダート,1800m,曇,稍重,2,6,牡3,53,"
武藤雅
",28.0,10,464,0
4404,12,ダート,1800m,曇,稍重,3,3,牡4,54,"
山田敬士
",19.1,9,480,+10
4405,12,ダート,1800m,曇,稍重,4,9,牡3,53,"
木幡巧也
",11.6,6,514,-2
4406,12,ダート,1800m,曇,稍重,5,5,牡4,55,"
横山武史
",7.8,4,474,0
4407,12,ダート,1800m,曇,稍重,6,1,牡4,57,"
田中勝春
",7.1,2,490,-10
4408,12,ダート,1800m,曇,稍重,7,7,牡3,54,"
横山和生
",95.0,11,480,0
4409,12,ダート,1800m,曇,稍重,8,4,牡3,54,"
内田博幸
",227.8,12,470,+4
4410,12,ダート,1800m,曇,稍重,8,11,牡4,57,"
柴田大知
",8.4,5,492,0
4411,12,ダート,1800m,曇,稍重,10,8,牡4,57,"
三浦皇成
",7.2,3,516,+2
4412,12,ダート,1800m,曇,稍重,11,2,牡3,54,"
北村宏司
",12.1,7,494,-6
4413,12,ダート,1800m,曇,稍重,12,12,牡3,54,"
大野拓弥
",18.7,8,428,+2
4414,1,ダート,1200m,曇,稍重,1,12,牝2,54,"
戸崎圭太
",4.3,2,476,+2
4415,1,ダート,1200m,曇,稍重,2,2,牝2,54,"
三浦皇成
",9.0,4,424,-4
4416,1,ダート,1200m,曇,稍重,3,3,牝2,54,"
内田博幸
",2.8,1,458,+6
4417,1,ダート,1200m,曇,稍重,4,11,牝2,52,"
菊沢一樹
",4.8,3,492,-2
4418,1,ダート,1200m,曇,稍重,5,6,牝2,54,"
田中勝春
",20.0,7,472,+14
4419,1,ダート,1200m,曇,稍重,6,10,牝2,53,"
武藤雅
",19.4,6,442,0
4420,1,ダート,1200m,曇,稍重,7,8,牝2,54,"
大野拓弥
",14.6,5,452,-2
4421,1,ダート,1200m,曇,稍重,8,16,牝2,54,"
武士沢友
",25.2,8,432,+2
4422,1,ダート,1200m,曇,稍重,9,4,牝2,51,"
山田敬士
",71.1,11,430,+4
4423,1,ダート,1200m,曇,稍重,10,13,牝2,53,"
木幡巧也
",150.3,14,434,-2
4424,1,ダート,1200m,曇,稍重,11,15,牝2,51,"
木幡育也
",64.2,10,448,-14
4425,1,ダート,1200m,曇,稍重,12,1,牝2,54,"
松岡正海
",165.5,15,484,+4
4426,1,ダート,1200m,曇,稍重,13,5,牝2,54,"
嶋田純次
",140.8,13,472,0
4427,1,ダート,1200m,曇,稍重,14,9,牝2,54,"
西田雄一
",288.8,16,472,-2
4428,1,ダート,1200m,曇,稍重,15,14,牝2,52,"
藤田菜七
",45.3,9,408,-4
4429,1,ダート,1200m,曇,稍重,16,7,牝2,52,"
横山武史
",117.5,12,460,+6
4430,2,芝,外1200m,曇,稍重,1,6,牝2,54,"
大野拓弥
",4.1,2,468,0
4431,2,芝,外1200m,曇,稍重,2,11,牝2,53,"
木幡巧也
",6.0,4,432,-8
4432,2,芝,外1200m,曇,稍重,3,7,牝2,54,"
石橋脩
",3.0,1,424,-8
4433,2,芝,外1200m,曇,稍重,4,10,牡2,51,"
木幡育也
",23.1,6,434,+6
4434,2,芝,外1200m,曇,稍重,5,14,牝2,54,"
内田博幸
",20.6,5,436,+12
4435,2,芝,外1200m,曇,稍重,6,8,牡2,52,"
藤田菜七
",4.3,3,452,-2
4436,2,芝,外1200m,曇,稍重,7,16,牡2,54,"
宮崎北斗
",56.8,10,444,0
4437,2,芝,外1200m,曇,稍重,8,12,牝2,52,"
横山武史
",48.1,8,426,-2
4438,2,芝,外1200m,曇,稍重,9,2,牝2,52,"
菊沢一樹
",59.5,11,426,+12
4439,2,芝,外1200m,曇,稍重,10,13,牝2,53,"
武藤雅
",106.4,12,452,+14
4440,2,芝,外1200m,曇,稍重,11,1,牡2,51,"
山田敬士
",130.5,13,458,+4
4441,2,芝,外1200m,曇,稍重,12,5,牝2,54,"
戸崎圭太
",49.8,9,434,+2
4442,2,芝,外1200m,曇,稍重,13,9,牝2,54,"
丹内祐次
",398.8,16,468,+12
4443,2,芝,外1200m,曇,稍重,14,3,牝2,54,"
武士沢友
",316.5,15,466,-10
4444,2,芝,外1200m,曇,稍重,15,15,牝2,53,"
木幡初也
",132.4,14,406,+4
4445,2,芝,外1200m,曇,稍重,16,4,牡2,54,"
田辺裕信
",31.9,7,448,+2
4446,3,芝,外1600m,曇,稍重,1,1,牡2,54,"
石橋脩
",3.1,2,440,+2
4447,3,芝,外1600m,曇,稍重,2,11,牡2,54,"
戸崎圭太
",2.3,1,436,+6
4448,3,芝,外1600m,曇,稍重,3,12,牝2,54,"
吉田隼人
",4.3,3,508,-4
4449,3,芝,外1600m,曇,稍重,4,8,牡2,51,"
木幡育也
",98.7,9,456,+6
4450,3,芝,外1600m,曇,稍重,5,6,牝2,52,"
藤田菜七
",17.8,5,436,0
4451,3,芝,外1600m,曇,稍重,6,2,牡2,54,"
嘉藤貴行
",58.4,7,402,0
4452,3,芝,外1600m,曇,稍重,6,10,牡2,54,"
田辺裕信
",11.5,4,474,-4
4453,3,芝,外1600m,曇,稍重,8,14,牡2,54,"
岩部純二
",58.9,8,412,+2
4454,3,芝,外1600m,曇,稍重,9,5,牝2,52,"
菊沢一樹
",218.0,10,464,-4
4455,3,芝,外1600m,曇,稍重,10,4,牡2,53,"
井上敏樹
",391.6,15,440,0
4456,3,芝,外1600m,曇,稍重,11,7,牝2,54,"
武士沢友
",294.9,12,402,+4
4457,3,芝,外1600m,曇,稍重,12,3,牝2,54,"
石川裕紀
",244.8,11,462,+2
4458,3,芝,外1600m,曇,稍重,13,13,牝2,54,"
杉原誠人
",53.5,6,422,-4
4459,3,芝,外1600m,曇,稍重,14,9,牝2,52,"
横山武史
",299.3,13,434,+2
4460,3,芝,外1600m,曇,稍重,15,15,牝2,54,"
柴田大知
",364.3,14,402,0
4461,4,ダート,1200m,曇,稍重,1,10,牝3,54,"
田辺裕信
",4.5,2,470,+8
4462,4,ダート,1200m,曇,稍重,2,4,牝3,54,"
津村明秀
",3.6,1,498,+6
4463,4,ダート,1200m,曇,稍重,3,13,牡3,54,"
菊沢一樹
",17.0,7,474,+4
4464,4,ダート,1200m,曇,稍重,4,5,牡3,56,"
三浦皇成
",7.4,5,450,+8
4465,4,ダート,1200m,曇,稍重,5,1,牝3,52,"
横山武史
",91.9,12,426,-12
4466,4,ダート,1200m,曇,稍重,6,7,牝3,51,"
木幡育也
",18.7,8,454,+2
4467,4,ダート,1200m,曇,稍重,7,11,牡3,55,"
木幡巧也
",7.4,4,494,+2
4468,4,ダート,1200m,曇,稍重,8,15,牝3,54,"
石橋脩
",12.3,6,488,0
4469,4,ダート,1200m,曇,稍重,9,16,牡3,56,"
柴田大知
",6.0,3,472,+6
4470,4,ダート,1200m,曇,稍重,10,6,牝3,54,"
蛯名正義
",35.6,10,448,+12
4471,4,ダート,1200m,曇,稍重,11,3,牡3,54,"
藤田菜七
",38.2,11,490,+12
4472,4,ダート,1200m,曇,稍重,12,2,牡3,56,"
田中勝春
",19.9,9,452,+4
4473,4,ダート,1200m,曇,稍重,13,12,牡3,54,"
伴啓太
",140.7,13,518,0
4474,4,ダート,1200m,曇,稍重,14,9,牝3,54,"
菅原隆一
",480.1,16,448,+6
4475,4,ダート,1200m,曇,稍重,15,14,牝3,51,"
山田敬士
",352.8,15,470,+5
4476,4,ダート,1200m,曇,稍重,16,8,牡3,56,"
丹内祐次
",241.0,14,476,+8
4477,5,芝,1800m,曇,良,1,2,牡2,54,"
蛯名正義
",49.9,9,442,0
4478,5,芝,1800m,曇,良,2,3,牡2,54,"
内田博幸
",3.5,1,486,0
4479,5,芝,1800m,曇,良,3,1,牝2,51,"
木幡育也
",107.4,12,440,0
4480,5,芝,1800m,曇,良,4,9,牡2,52,"
菊沢一樹
",4.0,2,490,0
4481,5,芝,1800m,曇,良,5,12,牡2,54,"
田辺裕信
",4.1,3,500,0
4482,5,芝,1800m,曇,良,6,10,牝2,54,"
戸崎圭太
",25.9,6,418,0
4483,5,芝,1800m,曇,良,7,11,牡2,54,"
丸山元気
",52.4,10,450,0
4484,5,芝,1800m,曇,良,8,4,牝2,54,"
三浦皇成
",5.7,4,438,0
4485,5,芝,1800m,曇,良,9,6,牝2,53,"
木幡巧也
",37.8,8,456,0
4486,5,芝,1800m,曇,良,10,8,牝2,54,"
石川裕紀
",55.8,11,486,0
4487,5,芝,1800m,曇,良,11,5,牝2,54,"
柴田大知
",29.1,7,458,0
4488,5,芝,1800m,曇,良,12,7,牡2,54,"
大野拓弥
",14.7,5,478,0
4489,5,芝,1800m,曇,良,13,13,牡2,54,"
嘉藤貴行
",202.8,13,474,0
4490,6,ダート,1800m,曇,稍重,1,4,牡3,56,"
内田博幸
",5.2,3,496,0
4491,6,ダート,1800m,曇,稍重,2,16,牡3,56,"
柴田大知
",3.4,1,538,+6
4492,6,ダート,1800m,曇,稍重,3,13,牡3,56,"
北村宏司
",6.8,5,450,+8
4493,6,ダート,1800m,曇,稍重,4,8,牡3,56,"
石川裕紀
",18.5,8,450,+2
4494,6,ダート,1800m,曇,稍重,5,6,牡3,53,"
木幡育也
",6.7,4,514,+2
4495,6,ダート,1800m,曇,稍重,6,3,牡3,56,"
松岡正海
",3.8,2,474,-2
4496,6,ダート,1800m,曇,稍重,7,1,牡3,55,"
武藤雅
",83.1,9,464,+2
4497,6,ダート,1800m,曇,稍重,8,12,牡3,53,"
山田敬士
",18.2,7,456,0
4498,6,ダート,1800m,曇,稍重,9,2,牝3,54,"
宮崎北斗
",365.7,16,468,+4
4499,6,ダート,1800m,曇,稍重,10,15,牡3,56,"
伊藤工真
",86.2,10,470,-4
4500,6,ダート,1800m,曇,稍重,11,7,セ3,56,"
丹内祐次
",241.0,12,464,-2
4501,6,ダート,1800m,曇,稍重,12,10,牡3,55,"
木幡巧也
",15.5,6,536,+22
