,距離,馬場,着順,馬番,斤量,単勝,人気,増減,前着順,前距離,前馬番,前人気,複勝
2011,1200,0,15,10,54,120.4,14,-10,1,1200,5,5,0
2012,1200,0,1,7,52,3,2,2,1,1200,15,1,140
2013,1200,0,2,9,54,2.7,1,2,1,1200,2,2,130
2014,1200,0,3,6,54,30.8,8,-8,2,1200,3,10,460
2015,1200,0,4,15,53,17.3,5,-2,3,1200,10,11,0
2016,1200,0,5,3,53,33.3,10,-2,9,1200,6,12,0
2017,1200,0,6,4,54,8,3,2,3,1200,11,8,0
2018,1200,0,7,5,52,18.1,6,-2,2,1200,1,5,0
2019,1200,0,8,14,52,11.8,4,2,1,1200,15,3,0
2020,1200,0,9,11,54,36.4,11,8,5,1200,7,9,0
2021,1200,0,10,13,55,39.8,13,-6,8,1200,7,7,0
2022,1200,0,11,1,54,33.1,9,-8,9,1200,12,8,0
2023,1200,0,12,2,54,37.4,12,-4,7,1000,3,8,0
2024,1200,0,13,10,51,108.4,14,4,12,1200,1,15,0
2025,1200,0,14,8,53,24.9,7,-4,1,1200,11,5,0
2026,1200,0,15,12,53,114.4,15,-12,14,1600,14,14,0
2027,1200,0,1,3,52,5.7,2,-4,3,1400,13,7,260
2028,1200,0,2,15,53,8,5,-2,4,1200,14,3,240
2029,1200,0,3,9,56,194.8,13,-6,11,1200,15,11,3330
2030,1200,0,4,12,54,6.8,4,-4,9,1200,8,2,0
2031,1200,0,5,13,51,2.2,1,18,4,1200,5,1,0
2032,1200,0,6,5,54,246.3,15,0,15,1200,13,15,0
2033,1200,0,7,1,53,22.4,7,-12,7,1200,9,8,0
2034,1200,0,8,4,51,40,8,0,5,1200,4,8,0
2035,1200,0,9,14,56,16,6,0,5,1200,14,6,0
2036,1200,0,10,11,54,114.8,10,8,9,1400,12,17,0
2037,1200,0,11,16,54,52.7,9,0,5,1200,16,9,0
2038,1200,0,12,10,53,5.7,3,-6,5,1200,2,9,0
2039,1200,0,13,7,54,128.6,11,0,5,1200,7,11,0
2040,1200,0,14,8,54,213.7,14,0,5,1200,8,14,0
2041,1200,0,15,2,53,256.7,16,20,7,1000,11,10,0
2042,1200,0,16,6,53,134.7,12,0,5,1200,6,12,0
2043,2600,0,1,13,55,3.8,1,-4,5,2400,2,3,170
2044,2600,0,2,9,55,10.9,5,-10,6,2200,4,9,340
2045,2600,0,3,12,53,65.3,14,-10,10,1800,3,4,1140
2046,2600,0,4,7,55,6.8,4,-8,3,2000,8,8,0
2047,2600,0,5,4,54,26.7,9,-10,8,2000,9,5,0
2048,2600,0,6,1,54,44.7,11,-2,9,1600,9,6,0
2049,2600,0,7,3,56,43,10,-4,6,1800,7,5,0
2050,2600,0,8,5,56,4.1,2,-8,2,2400,9,5,0
2051,2600,0,9,14,55,226.1,15,-4,11,2000,4,11,0
2052,2600,0,10,11,53,18.1,8,0,4,1900,3,7,0
2053,2600,0,11,10,54,16.2,7,18,7,1600,5,1,0
2054,2600,0,12,16,54,51.6,12,-2,10,1800,1,6,0
2055,2600,0,13,8,54,246.3,16,-8,10,1800,12,12,0
2056,2600,0,14,6,56,5.3,3,-2,10,2100,10,1,0
2057,2600,0,15,2,55,58.9,13,-8,14,1600,9,6,0
2058,2600,0,16,15,56,14.4,6,-28,6,1800,13,3,0
2059,2000,0,1,9,56,2.5,1,0,2,2000,2,2,120
2060,2000,0,2,5,54,4.2,2,2,8,1800,9,6,140
2061,2000,0,3,7,56,9.3,5,0,1,2000,12,10,200
2062,2000,0,4,2,56,6.4,3,-2,1,2000,2,6,0
2063,2000,0,5,11,56,9.5,6,-6,5,2000,6,4,0
2064,2000,0,6,1,56,6.4,4,-8,9,2400,9,6,0
2065,2000,0,7,10,56,37.1,8,4,5,2400,5,4,0
2066,2000,0,8,8,56,29,7,-8,6,2000,4,7,0
2067,2000,0,9,4,56,47.7,9,-2,16,1800,14,15,0
2068,2000,0,10,6,56,150.2,11,-6,7,1600,11,9,0
2069,2000,0,11,3,56,92.7,10,-10,16,1800,16,15,0
2070,1200,0,1,4,57,4.9,1,-2,8,1200,7,6,200
2071,1200,0,2,2,57,9.6,6,2,4,1200,3,9,280
2072,1200,0,3,6,55,19.7,9,6,9,1200,12,12,510
2073,1200,0,4,11,57,12.8,8,0,9,1200,2,8,0
2074,1200,0,5,12,55,58.4,13,0,9,1200,15,14,0
2075,1200,0,6,5,55,165.5,14,-12,12,1200,10,16,0
2076,1200,0,7,10,55,6,3,0,4,1200,8,4,0
2077,1200,0,8,3,57,9.7,7,2,11,1600,4,5,0
2078,1200,0,9,7,55,37.3,11,-4,16,1200,14,13,0
2079,1200,0,10,1,55,5.7,2,-2,2,1200,5,9,0
2080,1200,0,11,8,55,8.1,5,-4,7,1200,10,2,0
2081,1200,0,12,14,55,33.3,10,4,17,1200,11,11,0
2082,1200,0,13,15,55,6.3,4,0,1,1200,7,1,0
2083,1200,0,14,13,55,58,12,-16,7,1200,14,5,0
2084,1800,0,1,7,57,11.9,6,-6,4,2000,8,4,290
2085,1800,0,2,12,57,28.2,10,-8,9,2000,11,9,730
2086,1800,0,3,13,57,21.2,9,4,3,1800,6,8,470
2087,1800,0,4,15,57,14.6,7,-2,10,1800,10,3,0
2088,1800,0,5,3,57,5.7,2,2,5,1600,12,5,0
2089,1800,0,6,5,55,8.8,4,2,3,1800,2,5,0
2090,1800,0,7,8,57,2.7,1,0,2,2000,3,1,0
2091,1800,0,8,14,55,6.7,3,14,5,2000,6,11,0
2092,1800,0,9,11,57,204.8,15,-6,10,1800,10,10,0
2093,1800,0,10,9,57,10.6,5,-8,10,1800,12,5,0
2094,1800,0,11,10,57,112,14,28,15,1600,6,14,0
2095,1800,0,12,1,57,75.1,13,4,7,2000,6,10,0
2096,1800,0,13,2,57,16.8,8,6,10,2000,11,11,0
2097,1800,0,14,16,57,53.5,11,12,10,2000,5,11,0
2098,1200,0,1,8,56,5.2,3,-8,5,1400,4,3,140
2099,1200,0,2,14,51,3.9,2,-6,8,1150,7,2,120
2100,1200,0,3,7,56,2.2,1,2,3,1200,1,8,120
2101,1200,0,4,2,55,27.6,7,10,8,2000,1,7,0
2102,1200,0,5,9,54,9.8,4,0,12,1200,5,1,0
2103,1200,0,6,13,54,10.4,5,-10,6,1200,14,5,0
2104,1200,0,7,16,53,21.5,6,6,8,1400,1,6,0
2105,1200,0,8,3,52,32.9,8,0,5,1200,3,8,0
2106,1200,0,9,1,53,128.4,10,0,5,1200,1,10,0
2107,1200,0,10,10,53,185.5,13,0,16,1400,14,11,0
2108,1200,0,11,4,56,128.5,11,14,14,1800,10,13,0
2109,1200,0,12,6,53,77.1,9,20,16,1800,12,15,0
2110,1200,0,13,5,53,180.4,12,32,15,1200,15,14,0
2111,1200,0,14,12,54,303.3,14,-4,13,1200,14,10,0
2112,1200,0,15,15,54,362,15,14,11,1600,1,12,0
2113,1200,0,16,11,54,439.1,16,0,5,1200,11,16,0
2114,1800,0,1,13,55,5.1,3,-14,6,1800,15,4,200
2115,1800,0,2,11,54,4.2,2,-2,3,1800,10,2,160
2116,1800,0,3,7,51,14.5,8,-10,4,1800,8,9,360
2117,1800,0,4,8,56,3.6,1,-4,3,2200,6,4,0
2118,1800,0,5,2,56,14.5,7,0,5,1800,2,7,0
2119,1800,0,6,6,54,10.5,5,-4,5,1800,3,10,0
2120,1800,0,7,12,56,131.7,13,0,5,1800,12,13,0
2121,1800,0,8,5,55,12.4,6,2,10,1800,8,4,0
2122,1800,0,9,4,56,46.3,10,-10,12,2000,12,13,0
2123,1800,0,10,16,52,203.7,15,2,9,1800,8,7,0
2124,1800,0,11,9,54,22.1,9,-6,3,2000,12,12,0
2125,1800,0,12,10,53,57.9,11,0,5,1800,10,11,0
2126,1800,0,13,15,51,8.6,4,0,5,1800,15,4,0
2127,1800,0,14,14,54,273.8,16,-14,12,1600,7,13,0
2128,1800,0,15,3,51,60.2,12,0,5,1800,3,12,0
2129,1800,0,16,1,56,155.3,14,0,5,1800,1,14,0
2130,2000,0,1,15,52,4.2,1,-2,3,2000,6,3,160
2131,2000,0,2,6,52,5.7,2,-6,4,2400,9,7,170
2132,2000,0,3,11,55,12.2,8,12,8,2200,16,9,270
2133,2000,0,4,10,55,25.4,10,-4,3,2000,7,9,0
2134,2000,0,5,5,52,8.8,5,-2,7,2000,15,6,0
2135,2000,0,6,8,55,10.8,6,0,9,2000,12,10,0
2136,2000,0,7,13,52,8.7,4,-18,12,2600,14,7,0
2137,2000,0,8,9,55,11,7,4,7,2000,1,5,0
2138,2000,0,9,2,55,113.6,14,-8,13,2000,7,14,0
2139,2000,0,10,4,54,29.8,12,-12,8,1800,3,6,0
2140,2000,0,11,3,53,28.4,11,-4,11,2200,9,9,0
2141,2000,0,12,1,55,8.1,3,-4,7,2000,1,2,0
2142,2000,0,13,14,54,13.5,9,4,12,1600,9,6,0
2143,2000,0,14,12,52,122,15,-12,1,1600,4,1,0
2144,2000,0,15,7,53,38.7,13,-9,1,1300,8,1,0
2145,1200,0,1,8,54,4.7,2,-10,18,1200,4,1,250
2146,1200,0,2,7,57,7.5,5,-6,6,1200,11,7,250
2147,1200,0,3,9,55,23,8,-7,1,1400,7,2,800
2148,1200,0,4,3,55,100.4,13,-6,16,1200,14,17,0
2149,1200,0,4,14,52,7.3,4,8,9,1400,12,5,0
2150,1200,0,6,12,57,15,7,2,9,1200,12,7,0
2151,1200,0,7,4,57,38.6,10,8,10,1800,9,13,0
2152,1200,0,8,5,57,5.1,3,6,13,1200,17,4,0
2153,1200,0,9,10,52,130.9,14,2,16,1200,10,12,0
2154,1200,0,10,2,55,9,6,-10,9,1200,4,3,0
2155,1200,0,11,13,52,4.4,1,-2,5,1400,11,2,0
2156,1200,0,12,1,57,164.2,16,-21,9,1400,5,9,0
2157,1200,0,13,16,57,157.4,15,0,11,1900,8,10,0
2158,1200,0,14,15,55,23.1,9,-2,14,1200,12,4,0
2159,1200,0,15,6,55,73.7,12,-2,14,1400,3,14,0
2160,1200,0,16,11,53,54,11,-10,11,1600,12,13,0
2161,2600,0,1,11,57,8.3,5,8,7,2600,8,2,280
2162,2600,0,2,2,57,15.5,7,0,4,2600,8,8,380
2163,2600,0,3,7,57,18.7,9,-14,9,2200,6,8,510
2164,2600,0,4,3,57,18.6,8,2,11,2400,6,8,0
2165,2600,0,5,5,57,4.3,1,0,2,2600,7,5,0
2166,2600,0,6,8,55,4.8,3,2,2,2600,11,5,0
2167,2600,0,7,4,57,7.9,4,-2,5,2200,11,2,0
2168,2600,0,8,12,57,30.9,11,-8,11,2000,10,10,0
2169,2600,0,9,6,57,14.8,6,16,5,2000,8,5,0
2170,2600,0,10,9,55,4.7,2,0,4,2500,10,1,0
2171,2600,0,11,1,57,27.4,10,4,5,2400,1,5,0
2172,2600,0,12,10,55,54.6,12,2,7,2000,5,7,0
2173,2600,0,13,15,57,101.5,14,6,16,1900,9,14,0
2174,2600,0,14,14,57,139.4,15,-8,16,2400,9,11,0
2175,2600,0,15,13,55,72.4,13,-4,14,2400,4,16,0
2176,1200,0,1,7,57,16,7,-6,8,1600,12,13,590
2177,1200,0,2,3,57,23.3,8,0,17,1200,13,8,690
2178,1200,0,3,9,57,14.6,6,-2,10,2200,14,7,430
2179,1200,0,4,8,55,5.9,2,-4,10,1600,7,7,0
2180,1200,0,5,1,55,13.3,4,0,9,1200,1,10,0
2181,1200,0,6,11,57,5.9,3,6,2,1200,8,3,0
2182,1200,0,7,4,57,107.6,12,12,10,1200,4,15,0
2183,1200,0,8,13,57,1.8,1,-8,2,1200,9,2,0
2184,1200,0,9,2,57,82,10,-28,13,1200,6,9,0
2185,1200,0,10,10,55,13.9,5,-12,14,1600,14,9,0
2186,1200,0,11,5,55,90.1,11,2,1,1500,7,1,0
2187,1200,0,12,12,57,109.1,13,-4,15,1400,7,14,0
2188,1200,0,13,6,55,56.4,9,-10,17,1200,4,17,0
2189,1200,0,1,12,54,1.6,1,0,2,1200,4,1,110
2190,1200,0,2,8,54,55.9,9,-6,16,1800,9,12,660
2191,1200,0,3,13,54,5.3,2,2,5,1400,18,2,140
2192,1200,0,4,7,53,18.5,5,20,9,1200,10,7,0
2193,1200,0,5,16,56,19.1,6,0,15,1800,11,14,0
2194,1200,0,6,2,54,165.2,13,-8,13,1200,2,10,0
2195,1200,0,7,10,51,76.2,11,-2,13,1600,3,13,0
2196,1200,0,8,1,51,7.5,3,2,5,1600,5,11,0
2197,1200,0,9,9,54,77,12,-6,15,1200,13,11,0
2198,1200,0,10,11,54,388.2,16,0,11,1200,2,12,0
2199,1200,0,11,3,56,24,7,0,7,1200,16,5,0
2200,1200,0,12,6,54,190.4,15,8,15,1200,3,9,0
2201,1200,0,13,5,51,172.9,14,0,5,1200,5,14,0
2202,1200,0,14,15,55,57.3,10,0,5,1200,15,10,0
2203,1200,0,15,14,54,13.1,4,-2,4,1200,15,5,0
2204,1200,0,16,4,56,46,8,0,5,1200,4,8,0
2205,2000,0,1,8,52,4.3,2,2,2,2000,6,13,160
2206,2000,0,2,10,53,7,3,-10,2,2000,2,7,190
2207,2000,0,3,4,51,10.8,6,0,11,1800,8,1,290
2208,2000,0,4,1,54,7.6,5,-6,3,1600,2,3,0
2209,2000,0,5,13,54,23,8,4,4,2000,14,11,0
2210,2000,0,6,11,53,88.2,13,-8,13,2000,13,8,0
2211,2000,0,7,16,51,7.3,4,0,3,1800,3,7,0
2212,2000,0,8,5,51,351.7,16,4,16,1600,8,16,0
2213,2000,0,9,12,54,3.3,1,-4,4,2000,4,3,0
2214,2000,0,10,2,51,133.6,14,-6,8,1400,2,6,0
2215,2000,0,11,6,53,41.1,10,8,4,1800,8,13,0
2216,2000,0,12,3,54,137,15,-22,7,1700,7,13,0
2217,2000,0,13,15,54,70.6,12,-4,12,1600,12,6,0
2218,2000,0,14,14,54,20.5,7,4,16,1800,8,7,0
2219,2000,0,15,7,54,23,9,6,14,2000,7,8,0
2220,2000,0,16,9,53,50.9,11,0,5,2000,9,11,0
2221,1200,0,1,14,54,2.2,1,0,4,1200,5,2,140
2222,1200,0,2,1,56,8.9,3,2,5,1400,13,10,220
2223,1200,0,3,9,56,14.8,5,2,9,1400,5,8,340
2224,1200,0,4,5,51,3,2,0,2,1200,14,2,0
2225,1200,0,5,6,51,203.1,14,-4,13,1200,14,14,0
2226,1200,0,6,13,52,20.4,7,0,15,1400,12,12,0
2227,1200,0,7,10,51,89.4,10,-6,10,1200,7,16,0
2228,1200,0,8,2,54,14.7,4,0,6,1400,9,13,0
2229,1200,0,9,15,53,261.9,15,-26,12,1800,16,16,0
2230,1200,0,10,7,54,15.7,6,2,10,1600,6,12,0
2231,1200,0,11,4,54,26.6,8,-4,10,1200,4,4,0
2232,1200,0,12,8,54,146.9,13,-8,13,1200,7,14,0
2233,1200,0,13,11,53,42.4,9,-12,12,1600,8,12,0
2234,1200,0,14,3,56,97.5,11,-4,15,1200,14,11,0
2235,1200,0,15,16,55,348.4,16,-2,13,1200,4,12,0
2236,1200,0,16,12,54,138.8,12,0,5,1200,12,12,0
2237,2000,0,1,4,55,3.9,2,-12,2,1800,3,2,150
2238,2000,0,2,5,55,3.3,1,-2,8,2400,4,4,140
2239,2000,0,3,7,51,11.8,5,-8,8,1800,1,9,260
2240,2000,0,4,11,56,4.9,3,2,4,2000,13,8,0
2241,2000,0,5,9,52,33.6,10,0,5,2000,9,10,0
2242,2000,0,6,14,54,18.1,8,18,8,2000,14,13,0
2243,2000,0,7,1,54,18,7,2,11,1900,5,8,0
2244,2000,0,8,2,53,52.3,11,14,8,1800,4,12,0
2245,2000,0,9,10,56,146.8,14,-6,13,2100,4,14,0
2246,2000,0,10,8,51,9.4,4,0,5,2000,8,4,0
2247,2000,0,11,15,54,21.2,9,-20,7,1800,12,7,0
2248,2000,0,12,3,51,111.2,13,2,12,1400,16,13,0
2249,2000,0,13,13,54,15.2,6,-10,8,1800,11,13,0
2250,2000,0,14,12,54,367.1,16,-12,15,1800,6,16,0
2251,2000,0,15,16,54,243.1,15,-2,14,1700,10,9,0
2252,2000,0,16,6,53,82.1,12,-8,16,2000,6,8,0
2253,1800,0,1,2,57,7.7,3,4,7,1800,1,5,200
2254,1800,0,2,16,55,4.5,2,2,11,2000,8,5,190
2255,1800,0,3,1,55,2.8,1,0,2,1800,3,3,120
2256,1800,0,4,15,56,17.9,7,2,13,2000,13,10,0
2257,1800,0,5,8,57,21.5,8,0,12,2000,7,9,0
2258,1800,0,6,14,54,7.8,4,4,4,1600,4,12,0
2259,1800,0,7,3,57,8.3,5,-2,6,1600,5,7,0
2260,1800,0,8,9,57,15.9,6,-6,5,2000,10,7,0
2261,1800,0,9,6,57,47.6,11,-2,15,1600,12,12,0
2262,1800,0,10,5,55,79.4,14,-2,13,1600,13,9,0
2263,1800,0,11,10,55,155,15,0,12,1900,10,12,0
2264,1800,0,13,12,57,61.8,12,-17,1,1500,3,1,0
2265,1800,0,14,4,52,162.8,16,4,14,1600,14,16,0
2266,1800,0,15,13,54,24.9,9,-4,8,1200,6,11,0
2267,1800,0,16,7,55,70.4,13,-12,14,1700,3,7,0
2268,1200,0,1,10,56,6.4,3,-4,4,1400,2,11,200
2269,1200,0,2,15,56,4.4,1,10,3,1200,12,2,150
2270,1200,0,3,12,56,6.7,4,-2,6,1400,9,3,190
2271,1200,0,4,3,56,6.2,2,-12,4,1200,1,9,0
2272,1200,0,5,13,54,59.3,12,2,8,1400,3,8,0
2273,1200,0,6,14,54,13.7,8,-4,6,1200,6,2,0
2274,1200,0,7,6,56,23.8,11,-6,5,1200,6,4,0
2275,1200,0,8,7,54,12.7,7,0,1,1200,6,1,0
2276,1200,0,9,8,54,7.2,5,2,4,1200,12,3,0
2277,1200,0,10,5,56,11.4,6,-8,6,1200,5,4,0
2278,1200,0,11,11,54,18.5,9,-2,5,1200,13,9,0
2279,1200,0,12,2,56,84.1,14,-12,8,1200,10,8,0
2280,1200,0,13,9,56,21.2,10,-8,10,1400,5,6,0
2281,1200,0,14,4,54,222.3,15,12,7,1000,2,7,0
2282,1200,0,15,1,54,76.6,13,0,10,1200,1,12,0
2283,2000,0,1,7,57,16.7,6,4,7,2200,2,6,410
2284,2000,0,2,5,57,7.2,4,-22,7,2100,1,6,260
2285,2000,0,3,6,57,8,5,-2,3,2000,3,3,240
2286,2000,0,4,3,57,3,1,-8,2,2000,4,5,0
2287,2000,0,5,4,57,34,9,-6,10,2000,12,7,0
2288,2000,0,6,8,57,4.1,2,0,3,2000,1,2,0
2289,2000,0,7,10,57,5,3,-2,10,1800,16,5,0
2290,2000,0,8,9,55,89.1,11,-12,6,2000,2,9,0
2291,2000,0,9,2,57,59.7,10,-14,13,2000,13,9,0
2292,2000,0,10,11,57,17.8,7,-4,8,2400,13,7,0
2293,2000,0,11,12,55,26.6,8,-10,6,2000,9,5,0
2294,2000,0,12,1,57,99.6,12,2,10,2000,6,8,0
2295,1800,0,1,10,53,10.3,5,-2,3,1400,8,4,340
2296,1800,0,2,6,56,5.5,3,0,4,1800,1,5,180
2297,1800,0,3,7,56,4.1,1,-4,4,1600,16,6,150
2298,1800,0,4,5,53,15.3,8,-4,5,2200,8,5,0
2299,1800,0,5,2,56,77.7,12,-10,9,1900,10,6,0
2300,1800,0,6,11,56,4.5,2,-2,4,2200,4,3,0
2301,1800,0,7,1,51,108.5,13,-8,15,1800,7,12,0
2302,1800,0,8,13,56,13.8,7,2,5,1800,11,8,0
2303,1800,0,9,3,56,11.4,6,-6,3,1800,14,7,0
2304,1800,0,10,9,51,6.3,4,2,11,1600,10,9,0
2305,1800,0,11,15,54,355.6,16,4,8,1800,12,12,0
2306,1800,0,12,4,51,225.6,15,2,11,1800,14,16,0
2307,1800,0,13,14,51,44.5,10,0,5,1800,14,10,0
2308,1800,0,14,12,54,19.4,9,-4,6,1600,13,6,0
2309,1800,0,15,8,54,54,11,-4,17,1200,11,10,0
2310,1800,0,16,16,54,151.8,14,-4,10,1800,9,16,0
2311,1200,0,1,12,54,5,2,-2,9,1400,3,4,180
2312,1200,0,2,7,55,6.9,4,4,3,1200,5,15,230
2313,1200,0,3,1,52,3.9,1,2,4,1200,4,3,150
2314,1200,0,4,2,53,13.3,7,0,12,1000,11,9,0
2315,1200,0,5,16,54,11.8,6,10,12,1200,10,5,0
2316,1200,0,6,9,52,25.2,10,8,10,1400,12,12,0
2317,1200,0,7,8,55,25.3,11,0,16,1200,1,13,0
2318,1200,0,8,14,55,5.5,3,6,14,1400,3,3,0
2319,1200,0,9,5,52,23.4,8,8,16,1400,7,6,0
2320,1200,0,10,3,52,9.4,5,-2,9,1600,16,10,0
2321,1200,0,11,4,55,142.4,15,8,17,1400,11,18,0
2322,1200,0,12,10,54,24,9,0,11,1200,11,9,0
2323,1200,0,13,6,52,83.1,13,-8,12,1800,1,12,0
2324,1200,0,14,15,55,267.2,16,0,13,1600,7,16,0
2325,1200,0,15,13,55,77,12,4,1,1000,3,1,0
2326,1200,0,16,11,55,132.2,14,-8,12,1000,1,10,0
2327,1200,0,1,3,55,6.1,3,-10,2,1200,6,4,160
2328,1200,0,2,1,55,4.2,2,2,3,1200,14,2,140
2329,1200,0,3,7,55,3.9,1,-6,3,1200,7,1,130
2330,1200,0,4,11,57,63.1,13,0,6,1200,17,16,0
2331,1200,0,5,5,55,18.7,8,4,9,1200,13,7,0
2332,1200,0,6,6,55,26.4,10,0,9,1200,16,4,0
2333,1200,0,7,10,55,8.2,5,4,5,1200,4,8,0
2334,1200,0,8,16,57,127.1,15,-2,9,1700,8,9,0
2335,1200,0,9,9,55,30.8,11,-6,9,1400,5,11,0
2336,1200,0,10,14,55,15.9,6,4,5,1200,13,5,0
2337,1200,0,11,13,57,7.9,4,6,16,1800,14,4,0
2338,1200,0,12,2,57,105,14,-2,13,1200,13,10,0
2339,1200,0,13,4,55,145.1,16,-4,16,1400,3,15,0
2340,1200,0,14,8,55,46,12,0,7,1400,16,17,0
2341,1200,0,15,15,57,23.2,9,8,11,1200,11,5,0
2342,1200,0,16,12,55,16.4,7,-4,11,1600,6,12,0
2343,2000,0,1,13,54,4.6,1,0,4,1800,14,2,170
2344,2000,0,2,1,54,5.2,2,2,1,2000,5,4,200
2345,2000,0,3,7,56,33.7,11,-12,14,1800,1,10,900
2346,2000,0,4,15,54,14.5,7,-10,1,1800,3,6,0
2347,2000,0,5,5,56,7.7,4,-8,9,1800,11,9,0
2348,2000,0,6,4,56,17,9,-8,10,2200,6,8,0
2349,2000,0,7,2,51,22.5,10,-16,2,2200,12,10,0
2350,2000,0,8,9,54,36.5,12,-2,5,1600,7,5,0
2351,2000,0,9,6,53,39.8,13,0,10,2000,16,14,0
2352,2000,0,10,10,56,5.8,3,-8,6,1800,4,5,0
2353,2000,0,11,11,53,71,14,-2,9,1800,9,12,0
2354,2000,0,12,8,54,14.6,8,-12,1,1800,2,2,0
2355,2000,0,13,3,54,10.9,6,0,12,1800,9,7,0
2356,2000,0,14,14,56,9.4,5,2,10,2000,8,4,0
2357,2000,0,15,12,53,136.1,15,4,9,1800,2,7,0
2358,2600,0,1,4,57,6.6,3,-2,7,2400,8,3,270
2359,2600,0,2,11,57,100.3,15,-8,10,2000,7,9,2060
2360,2600,0,3,10,57,25.5,11,-12,7,2500,4,5,670
2361,2600,0,4,5,57,3.5,1,-2,2,2600,15,2,0
2362,2600,0,6,6,57,14.5,7,6,5,2200,5,5,0
2363,2600,0,7,14,57,79.4,14,10,7,2850,9,5,0
2364,2600,0,8,8,57,37.7,12,18,8,2400,9,5,0
2365,2600,0,9,2,57,14.2,6,0,2,2600,4,1,0
2366,2600,0,10,7,57,14.6,8,0,8,2000,6,2,0
2367,2600,0,11,1,57,21,10,-10,2,2500,10,5,0
2368,2600,0,12,3,55,38.1,13,8,8,2400,4,10,0
2369,2600,0,13,12,57,4.7,2,-6,4,2000,1,3,0
2370,2600,0,14,9,57,20.9,9,-8,1,2600,5,2,0
2371,2600,0,15,15,57,122.1,16,-6,7,2400,1,4,0
2372,2600,0,16,16,57,9.3,4,-10,3,2500,8,3,0
2373,1200,0,1,6,54,15.1,5,-12,16,1400,10,11,480
2374,1200,0,2,8,52,15.1,6,-12,11,1200,8,5,520
2375,1200,0,3,1,54,8.3,4,-12,16,1600,1,14,290
2376,1200,0,4,13,56,3.2,1,6,2,1200,11,5,0
2377,1200,0,5,9,56,4.8,2,-2,3,1200,9,13,0
2378,1200,0,6,10,54,16.2,7,4,8,1400,8,10,0
2379,1200,0,7,5,54,22.3,9,2,13,1400,13,14,0
2380,1200,0,8,15,51,4.9,3,-2,15,1400,16,12,0
2381,1200,0,9,16,54,18.7,8,0,5,1200,16,8,0
2382,1200,0,10,4,54,41.6,12,-14,10,1200,7,13,0
2383,1200,0,11,3,55,32,11,-10,14,1600,2,11,0
2384,1200,0,12,12,56,69.1,13,-16,15,1600,9,16,0
2385,1200,0,13,2,51,292.2,16,-4,13,1600,5,13,0
2386,1200,0,14,11,54,27,10,0,13,1400,8,5,0
2387,1200,0,15,14,55,95.2,14,16,11,1200,12,14,0
2388,1200,0,16,7,51,188.4,15,2,16,1400,12,11,0
2389,2000,0,1,3,55,2.6,2,-8,3,1600,14,2,120
2390,2000,0,2,8,54,17.6,5,-28,8,1800,13,9,270
2391,2000,0,3,11,56,2.1,1,2,2,2000,5,1,110
2392,2000,0,4,12,56,107.9,9,0,14,1200,15,16,0
2393,2000,0,5,4,56,10.3,4,2,12,1600,10,8,0
2394,2000,0,6,7,53,40,8,4,10,1800,10,8,0
2395,2000,0,7,10,53,324,11,-6,15,1200,12,16,0
2396,2000,0,8,1,53,6.6,3,-4,2,2600,9,5,0
2397,2000,0,9,2,56,211.8,10,-8,13,1600,9,14,0
2398,2000,0,10,5,53,38.8,7,-2,14,1600,15,8,0
2399,2000,0,11,9,52,35.9,6,-4,13,1600,6,10,0
2400,1200,0,1,12,55,4.7,2,6,9,1400,17,5,190
2401,1200,0,2,7,53,7.6,4,6,6,1200,12,4,270
2402,1200,0,3,2,55,21.2,9,-2,8,1200,7,9,420
2403,1200,0,4,3,55,5.4,3,-4,4,1200,8,3,0
2404,1200,0,5,13,55,44.4,11,-2,14,1200,3,16,0
2405,1200,0,6,1,57,10.8,6,-6,12,1200,4,6,0
2406,1200,0,7,5,54,38.4,10,-2,4,1200,3,13,0
2407,1200,0,8,6,54,4,1,2,7,1200,10,5,0
2408,1200,0,9,10,55,68.8,12,16,15,1200,6,13,0
2409,1200,0,10,11,54,16.5,8,2,10,1200,2,6,0
2410,1200,0,11,4,57,11.9,7,8,3,1200,12,4,0
2411,1200,0,12,8,55,7.8,5,2,3,1200,9,8,0
2412,1200,0,13,9,57,254.5,13,-2,12,1200,12,13,0
2413,1200,0,1,2,55,4.2,2,2,8,1200,18,7,160
2414,1200,0,2,8,57,4.2,1,0,2,1200,7,5,150
2415,1200,0,3,9,55,7.5,5,-2,4,1200,14,4,170
2416,1200,0,4,11,57,11.1,6,2,13,1200,12,6,0
2417,1200,0,5,10,57,28.1,8,-4,11,1200,4,14,0
2418,1200,0,6,6,55,6.4,4,-6,13,1600,11,8,0
2419,1200,0,7,7,57,32.1,9,-2,10,1800,13,10,0
2420,1200,0,8,4,55,11.6,7,-12,7,1200,16,8,0
2421,1200,0,9,1,57,4.9,3,-4,2,1200,3,8,0
2422,1200,0,10,3,57,64.7,11,-8,18,1600,18,14,0
2423,1200,0,11,5,57,32.2,10,-18,10,1200,4,13,0
2424,1800,0,1,5,54,6,4,-2,4,1800,10,12,140
2425,1800,0,2,6,54,3.4,1,-6,5,1800,11,7,130
2426,1800,0,3,10,54,3.9,2,-10,1,1800,6,6,140
2427,1800,0,4,7,54,38.1,9,-12,9,1600,11,9,0
2428,1800,0,5,9,54,24.1,8,-5,4,2100,2,3,0
