,距離,馬場,着順,馬番,斤量,単勝,人気,増減,前着順,前距離,前馬番,前人気,複勝
13285,2000,1,3,1,54,6.1,3,0,5,2000,1,3,140
13286,2000,1,4,2,54,45.1,6,0,5,2000,2,6,0
13287,2000,1,5,10,54,4.6,2,0,5,2000,10,2,0
13288,2000,1,6,6,54,58.4,9,0,5,2000,6,9,0
13289,2000,1,7,7,54,52.1,7,0,5,2000,7,7,0
13290,2000,1,8,8,54,53.5,8,0,5,2000,8,8,0
13291,2000,1,9,9,54,155.5,10,0,5,2000,9,10,0
13292,2000,1,10,4,54,14.6,5,0,5,2000,4,5,0
13293,1400,1,1,3,54,13,8,4,4,1200,6,5,310
13294,1400,1,2,18,53,11.3,6,-4,2,1400,14,4,300
13295,1400,1,3,16,54,4.4,1,4,2,1200,12,3,170
13296,1400,1,5,17,56,4.8,2,6,7,1600,18,3,0
13297,1400,1,6,2,54,12.8,7,10,5,1400,4,5,0
13298,1400,1,7,4,56,7.8,5,-6,5,1400,4,8,0
13299,1400,1,8,11,56,179.9,16,0,16,1200,15,10,0
13300,1400,1,9,14,54,6.4,3,-4,5,1200,7,1,0
13301,1400,1,10,1,54,13.4,9,0,4,1400,3,3,0
13302,1400,1,11,13,51,85.9,11,-2,11,1400,16,7,0
13303,1400,1,12,5,54,146,15,-8,11,1200,10,10,0
13304,1400,1,13,9,54,232,17,12,17,2200,9,17,0
13305,1400,1,14,10,52,139.5,14,6,15,1200,1,9,0
13306,1400,1,15,15,54,7.2,4,-4,10,1400,1,9,0
13307,1400,1,16,12,54,314.3,18,4,14,1400,13,13,0
13308,1400,1,17,6,56,121.1,13,-6,11,1200,10,9,0
13309,2000,1,1,2,57,5.1,3,-2,3,2200,2,3,180
13310,2000,1,2,5,57,1.8,1,2,2,2200,2,1,110
13311,2000,1,3,4,51,7.6,4,-10,8,2000,2,2,
13312,2000,1,4,3,54,3.9,2,4,4,2400,9,4,0
13313,2000,1,6,7,54,10.3,5,4,2,2000,10,9,0
13314,2000,1,7,6,57,105,7,-8,11,2890,5,9,0
13315,1600,1,1,2,52,28.1,11,28,10,1200,3,5,830
13316,1600,1,2,7,53,5.2,2,6,4,1600,2,2,240
13317,1600,1,3,16,56,9,4,8,2,1600,1,5,320
13318,1600,1,4,11,54,20.8,9,-6,5,1600,6,6,0
13319,1600,1,6,1,54,10.1,5,-4,1,1600,12,6,0
13320,1600,1,7,4,54,24.1,10,-8,9,1400,5,3,0
13321,1600,1,8,15,51,67.7,14,8,9,2000,15,13,0
13322,1600,1,9,14,54,37.6,13,2,7,1400,6,4,0
13323,1600,1,10,10,55,19.3,8,-6,4,1600,11,6,0
13324,1600,1,11,12,57,14,6,-4,6,1600,5,4,0
13325,1600,1,12,6,55,14,7,-2,3,1800,7,2,0
13326,1600,1,13,3,55,3.2,1,0,3,1600,7,1,0
13327,1600,1,14,5,50,140.1,15,2,8,1600,1,11,0
13328,1600,1,15,13,54,32.1,12,-8,6,1800,13,10,0
13329,1400,1,1,12,54,5.6,2,-10,2,1400,13,7,230
13330,1400,1,2,3,52,17.7,8,10,10,1600,6,6,430
13331,1400,1,3,4,55,31.5,11,-2,11,1200,2,8,740
13332,1400,1,4,14,52,80.5,14,4,14,1200,8,10,0
13333,1400,1,5,1,55,13,6,-12,8,1600,3,6,0
13334,1400,1,6,17,57,7.9,4,-6,6,1400,14,6,0
13335,1400,1,7,10,54,30.4,10,-5,2,1800,7,1,0
13336,1400,1,8,11,49,3,1,-2,1,1400,4,3,0
13337,1400,1,9,9,55,166,16,-4,7,1600,5,9,0
13338,1400,1,10,16,55,37.5,12,4,7,1200,8,8,0
13339,1400,1,11,7,57,7.8,3,6,5,1400,14,6,0
13340,1400,1,12,8,55,29.4,9,-4,8,1200,6,5,0
13341,1400,1,13,15,57,182.9,17,2,9,1800,3,9,0
13342,1400,1,14,13,52,13.1,7,-6,5,1600,10,7,0
13343,1400,1,15,6,55,70.8,13,4,10,1200,7,10,0
13344,1400,1,16,18,54,9.4,5,6,5,1600,13,1,0
13345,1400,1,17,5,55,151.4,15,-12,11,1800,4,8,0
13346,1400,1,18,2,54,260.8,18,8,12,1800,8,12,0
13347,1600,1,1,9,54,2,1,0,5,1600,9,1,110
13348,1600,1,2,8,54,87.1,8,0,5,1600,8,8,760
13349,1600,1,3,10,54,3.8,3,0,5,1600,10,3,140
13350,1600,1,4,3,54,3.5,2,0,5,1600,3,2,0
13351,1600,1,5,1,54,36.7,6,0,5,1600,1,6,0
13352,1600,1,6,11,52,63.4,7,0,5,1600,11,7,0
13353,1600,1,7,2,54,28.6,5,0,5,1600,2,5,0
13354,1600,1,8,6,54,15.3,4,0,5,1600,6,4,0
13355,1600,1,9,5,54,211,9,0,5,1600,5,9,0
13356,1600,1,10,4,53,260.8,10,0,5,1600,4,10,0
13357,1600,1,11,7,54,317.6,11,0,5,1600,7,11,0
13358,2200,1,1,15,56,4.9,3,0,2,2200,10,4,200
13359,2200,1,2,7,56,18.4,7,-2,10,1800,5,2,400
13360,2200,1,3,1,56,30.2,8,0,8,2200,3,5,600
13361,2200,1,4,10,56,16.8,6,-2,6,2000,3,13,0
13362,2200,1,5,11,56,43.1,11,0,5,2200,11,11,0
13363,2200,1,6,16,56,3.2,2,0,4,2400,10,1,0
13364,2200,1,7,12,53,30.4,9,-12,7,2400,16,4,0
13365,2200,1,8,4,56,91.4,13,-12,13,2200,7,8,0
13366,2200,1,9,8,54,34.5,10,4,4,2400,13,11,0
13367,2200,1,10,5,56,15.4,5,0,5,2200,5,5,0
13368,2200,1,11,6,56,3.2,1,-4,6,1800,7,1,0
13369,2200,1,12,14,56,54.1,12,-4,9,2000,2,12,0
13370,2200,1,13,3,56,12,4,-6,6,1800,9,8,0
13371,2200,1,14,2,56,435.9,17,-2,10,2200,9,13,0
13372,2200,1,15,17,55,196.5,15,2,9,1800,4,13,0
13373,2200,1,16,13,54,180.4,14,-4,10,1600,9,10,0
13374,2200,1,17,9,55,275.6,16,8,11,1400,3,10,0
13375,2000,1,1,11,52,6.6,3,6,8,2000,7,3,230
13376,2000,1,2,1,52,7.1,4,4,1,2000,10,4,250
13377,2000,1,3,7,52,12,6,0,6,1800,12,7,320
13378,2000,1,4,15,55,48.5,11,-6,11,2200,10,8,0
13379,2000,1,5,5,55,24.7,9,2,10,1800,5,9,0
13380,2000,1,6,12,55,19.7,8,0,5,2200,9,6,0
13381,2000,1,7,6,49,3,1,0,2,1800,3,2,0
13382,2000,1,8,2,54,121.1,13,-4,8,2200,5,9,0
13383,2000,1,9,10,49,5.9,2,2,4,1800,6,2,0
13384,2000,1,10,3,55,12.4,7,26,3,2000,11,6,0
13385,2000,1,11,4,55,145.6,15,8,10,2000,3,7,0
13386,2000,1,12,8,53,46.1,10,2,9,1800,9,7,0
13387,2000,1,13,14,49,7.8,5,-4,1,2400,10,5,0
13388,2000,1,14,13,55,79.9,12,4,4,1800,8,5,0
13389,2000,1,15,9,54,121.8,14,4,7,1800,3,10,0
13390,1200,1,1,1,52,2.4,1,0,2,1200,9,1,110
13391,1200,1,2,4,55,4.6,3,8,2,1200,4,6,160
13392,1200,1,3,3,54,8.2,4,8,4,1200,14,4,170
13393,1200,1,4,5,57,68.3,8,-2,7,1400,8,14,0
13394,1200,1,5,2,55,126.6,9,-12,6,1200,11,10,0
13395,1200,1,6,9,57,134.1,10,-2,13,1400,15,17,0
13396,1200,1,7,8,55,301.8,12,-2,10,1200,6,16,0
13397,1200,1,8,11,52,2.8,2,4,3,1200,3,1,0
13398,1200,1,9,10,54,13.9,5,-2,7,1200,1,4,0
13399,1200,1,10,12,57,50,7,-2,13,1400,14,12,0
13400,1200,1,11,7,55,37,6,-6,6,1200,6,7,0
13401,1200,1,12,6,57,191.2,11,7,1,800,3,2,0
13402,2000,1,1,3,57,5.1,3,8,1,2000,8,1,200
13403,2000,1,2,6,55,14,5,-8,9,1800,5,3,360
13404,2000,1,3,7,57,81.7,9,2,7,2000,1,8,1310
13405,2000,1,4,4,57,3.6,2,-4,2,2400,1,1,0
13406,2000,1,5,1,55,20.4,7,-14,7,1800,10,8,0
13407,2000,1,6,8,57,14.5,6,-6,4,2000,6,4,0
13408,2000,1,7,5,57,2.6,1,-8,3,2000,4,4,0
13409,2000,1,8,9,57,77.5,8,-4,11,2100,6,8,0
13410,2000,1,9,2,55,5.5,4,2,10,1800,9,1,0
13411,2000,1,10,10,57,104.9,10,-2,12,1800,10,18,0
13412,1400,1,1,4,52,7.9,5,2,4,1400,8,7,210
13413,1400,1,2,3,54,6.3,3,-4,2,1400,3,3,180
13414,1400,1,3,9,53,15.6,6,0,3,1400,1,5,310
13415,1400,1,4,2,54,79.6,7,-2,9,1200,14,7,0
13416,1400,1,5,7,54,97.9,8,-10,11,1400,12,12,0
13417,1400,1,6,6,54,2.3,1,0,2,1400,1,1,0
13418,1400,1,7,1,54,3.8,2,-8,5,1400,5,2,0
13419,1400,1,8,5,54,7.3,4,2,5,1400,6,2,0
13420,1400,1,9,8,54,105.5,9,-6,12,1200,1,9,0
13421,2000,1,1,12,54,19.5,6,0,10,1600,12,11,330
13422,2000,1,2,7,54,3,1,-4,4,1800,5,2,130
13423,2000,1,3,2,54,3.4,2,12,8,2000,3,5,150
13424,2000,1,4,11,51,15,5,-2,14,1800,14,9,0
13425,2000,1,5,9,54,106.6,11,4,10,2000,10,15,0
13426,2000,1,6,6,54,166.4,12,0,14,1800,1,14,0
13427,2000,1,7,10,54,20.2,8,4,8,1800,2,8,0
13428,2000,1,8,1,52,5.1,3,12,3,1800,7,9,0
13429,2000,1,9,4,53,19.8,7,4,6,1600,1,8,0
13430,2000,1,10,5,54,59.4,10,0,5,2000,5,10,0
13431,2000,1,11,3,54,6.5,4,-6,6,2000,1,6,0
13432,2000,1,12,8,54,37.4,9,4,15,1800,6,10,0
13433,1600,1,1,6,54,8.7,4,-6,2,1400,2,2,230
13434,1600,1,2,16,56,5.6,3,0,4,1800,2,5,200
13435,1600,1,3,1,54,3.4,1,2,3,1400,2,2,160
13436,1600,1,4,7,54,3.7,2,6,2,1600,16,4,0
13437,1600,1,5,2,54,10.5,5,8,6,1800,13,3,0
13438,1600,1,6,4,56,17.7,7,0,5,1600,4,7,0
13439,1600,1,7,13,54,116.2,14,8,7,1400,1,10,0
13440,1600,1,8,3,56,51.4,11,-6,9,1800,2,3,0
13441,1600,1,9,11,53,80.7,12,12,10,2000,1,14,0
13442,1600,1,10,14,51,17.8,8,0,6,1600,15,14,0
13443,1600,1,11,8,56,29.8,9,-6,10,1400,17,17,0
13444,1600,1,12,10,51,174.7,15,0,13,1400,14,15,0
13445,1600,1,13,15,54,32,10,-2,5,1400,9,6,0
13446,1600,1,14,9,53,229.9,16,-2,16,2000,11,15,0
13447,1600,1,15,12,56,15.1,6,12,3,2000,2,3,0
13448,1600,1,16,5,54,109.3,13,-6,14,1400,15,16,0
13449,1400,1,1,10,54,4.1,1,0,5,1400,10,1,160
13450,1400,1,2,7,52,16.3,7,0,5,1400,7,7,360
13451,1400,1,3,13,54,8.2,4,0,5,1400,13,4,240
13452,1400,1,4,4,53,52.3,11,0,5,1400,4,11,0
13453,1400,1,5,6,54,8.3,5,0,5,1400,6,5,0
13454,1400,1,6,9,54,13.3,6,0,5,1400,9,6,0
13455,1400,1,7,12,54,4.8,3,0,5,1400,12,3,0
13456,1400,1,8,1,54,46.7,10,0,5,1400,1,10,0
13457,1400,1,9,5,51,35.7,9,0,5,1400,5,9,0
13458,1400,1,10,8,54,34.8,8,0,5,1400,8,8,0
13459,1400,1,11,2,54,100.7,13,0,5,1400,2,13,0
13460,1400,1,12,11,54,4.1,2,0,5,1400,11,2,0
13461,1400,1,13,3,54,57.5,12,0,5,1400,3,12,0
13462,1200,1,1,8,54,5.7,2,0,5,1200,8,2,350
13463,1200,1,2,3,54,10.2,4,0,5,1200,3,4,480
13464,1200,1,3,6,54,44.3,8,0,5,1200,6,8,1640
13465,1200,1,4,4,54,5.8,3,0,5,1200,4,3,0
13466,1200,1,5,2,51,25.1,5,0,5,1200,2,5,0
13467,1200,1,6,1,54,1.5,1,0,5,1200,1,1,0
13468,1200,1,7,7,53,93,9,0,5,1200,7,9,0
13469,1200,1,8,9,52,41.4,7,0,5,1200,9,7,0
13470,1200,1,9,5,54,30.2,6,0,5,1200,5,6,0
13471,2000,1,1,3,54,1.6,1,4,3,2000,1,2,110
13472,2000,1,2,4,57,44.9,7,2,7,1800,2,11,440
13473,2000,1,3,5,57,7,4,0,4,2200,8,2,190
13474,2000,1,4,9,54,5.3,3,4,2,2000,2,3,0
13475,2000,1,5,1,57,15.2,5,-2,3,2000,1,6,0
13476,2000,1,6,10,54,5.3,2,0,3,1800,3,4,0
13477,2000,1,7,7,54,33.1,6,-2,5,2000,3,4,0
13478,2000,1,8,2,57,112.1,8,-7,1,1400,4,1,0
13479,2000,1,9,8,57,168.8,10,4,13,1800,5,14,0
13480,2000,1,10,6,57,222.8,11,-4,7,1400,1,6,0
13481,2000,1,11,11,57,117,9,2,8,2000,1,7,0
13482,1200,1,1,2,55,10.3,5,4,8,1400,13,13,350
13483,1200,1,2,7,55,14.1,7,-4,7,1200,5,8,440
13484,1200,1,3,1,55,12.1,6,0,15,1400,16,10,430
13485,1200,1,4,5,55,30.2,8,-12,8,1400,6,6,0
13486,1200,1,5,9,57,45,10,2,11,1200,5,5,0
13487,1200,1,6,4,57,5,3,0,3,1200,7,5,0
13488,1200,1,7,8,54,4,2,2,8,1200,14,14,0
13489,1200,1,8,3,55,43.2,9,0,9,1200,9,9,0
13490,1200,1,9,10,57,2.9,1,6,2,1200,11,4,0
13491,1200,1,10,6,57,6.8,4,-6,4,1200,1,6,0
13492,2000,1,1,6,52,1.9,1,-8,1,1800,1,1,130
13493,2000,1,2,2,57,5.2,2,-2,2,2000,2,3,170
13494,2000,1,3,3,57,53.9,9,-4,5,2000,8,7,590
13495,2000,1,4,7,55,35.4,8,-6,1,2000,9,4,0
13496,2000,1,5,8,57,26.6,6,2,7,2000,4,4,0
13497,2000,1,6,10,57,10.2,5,-6,10,2200,2,1,0
13498,2000,1,7,1,55,29.5,7,-2,10,1800,8,2,0
13499,2000,1,8,5,57,6.3,4,0,5,2400,4,1,0
13500,2000,1,9,4,57,5.6,3,4,3,1800,5,1,0
13501,2000,1,10,9,57,171.6,10,0,7,2200,1,10,0
13502,1600,1,1,3,54,4.2,3,-2,2,1600,2,2,140
13503,1600,1,2,2,51,2.8,1,4,2,1800,2,6,130
13504,1600,1,3,8,54,8,5,2,3,1400,10,5,180
13505,1600,1,4,4,54,55.6,7,-2,8,2000,8,8,0
13506,1600,1,5,7,54,3.5,2,6,2,1400,3,3,0
13507,1600,1,6,5,54,7.5,4,2,2,1400,4,8,0
13508,1600,1,7,1,54,57.5,8,2,7,1200,5,4,0
13509,1600,1,8,6,52,34.3,6,-6,7,1600,4,6,0
13510,1200,1,1,2,52,4.9,3,0,3,1200,2,3,140
13511,1200,1,2,3,54,4.3,2,-10,4,1200,12,8,140
13512,1200,1,3,10,56,2.2,1,-2,2,1400,18,6,110
13513,1200,1,4,13,51,40.8,9,4,8,1600,1,12,0
13514,1200,1,5,4,56,51.9,11,0,7,1200,4,9,0
13515,1200,1,6,6,56,410,18,12,16,1400,10,15,0
13516,1200,1,7,8,55,89.9,13,0,12,1200,13,10,0
13517,1200,1,8,15,56,395.4,17,-8,14,1600,12,14,0
13518,1200,1,9,7,54,13.5,5,16,16,1400,5,3,0
13519,1200,1,10,5,54,35,7,-6,16,1800,8,7,0
13520,1200,1,11,12,53,17.3,6,8,6,1200,5,8,0
13521,1200,1,12,14,56,40.1,8,0,5,1200,14,8,0
13522,1200,1,13,18,56,56.7,12,2,6,1200,16,8,0
13523,1200,1,14,9,56,44.3,10,-30,9,1400,10,11,0
13524,1200,1,15,17,56,13.4,4,2,9,1400,8,10,0
13525,1200,1,16,1,54,138.2,15,0,5,1200,1,15,0
13526,1200,1,17,11,54,94.6,14,6,12,1200,4,5,0
13527,1200,1,18,16,54,332.4,16,-6,15,1200,16,10,0
13528,1600,1,1,10,54,9.2,4,0,5,1600,10,4,240
13529,1600,1,2,12,54,2.7,1,0,5,1600,12,1,140
13530,1600,1,3,14,54,185.6,14,0,5,1600,14,14,2740
13531,1600,1,4,8,54,29.4,9,0,5,1600,8,9,0
13532,1600,1,5,1,54,16.7,5,0,5,1600,1,5,0
13533,1600,1,6,9,54,3.5,2,0,5,1600,9,2,0
13534,1600,1,7,2,54,26.9,8,0,5,1600,2,8,0
13535,1600,1,8,13,54,37.4,10,0,5,1600,13,10,0
13536,1600,1,9,7,54,6.9,3,0,5,1600,7,3,0
13537,1600,1,10,3,54,139.4,13,0,5,1600,3,13,0
13538,1600,1,11,4,54,43.4,11,0,5,1600,4,11,0
13539,1600,1,12,11,52,20.6,6,0,5,1600,11,6,0
13540,1600,1,13,6,54,22.9,7,0,5,1600,6,7,0
13541,1600,1,14,5,54,124.1,12,0,5,1600,5,12,0
13542,1400,1,1,3,54,2.2,1,0,5,1400,3,1,130
13543,1400,1,2,1,54,36.9,8,0,5,1400,1,8,680
13544,1400,1,3,8,54,72.9,11,0,5,1400,8,11,1220
13545,1400,1,4,6,54,4.3,2,0,5,1400,6,2,0
13546,1400,1,5,12,54,33,7,0,5,1400,12,7,0
13547,1400,1,6,11,52,72.9,10,0,5,1400,11,10,0
13548,1400,1,7,9,54,107.2,12,0,5,1400,9,12,0
13549,1400,1,8,2,54,21.7,6,0,5,1400,2,6,0
13550,1400,1,9,7,54,17.5,5,0,5,1400,7,5,0
13551,1400,1,10,10,54,14.2,4,0,5,1400,10,4,0
13552,1400,1,11,13,54,120.4,13,0,5,1400,13,13,0
13553,1400,1,12,5,54,67.8,9,0,5,1400,5,9,0
13554,1400,1,13,4,54,4.4,3,0,5,1400,4,3,0
13555,2200,1,1,11,54,2.2,1,-6,2,1800,7,2,120
13556,2200,1,2,12,54,3.6,2,6,6,2200,7,5,150
13557,2200,1,3,5,54,11.1,4,-8,6,1800,9,6,180
13558,2200,1,4,7,54,49,8,0,10,1800,9,3,0
13559,2200,1,5,4,57,35.4,7,-2,9,2400,10,4,0
13560,2200,1,6,2,57,11.6,5,2,4,2000,10,10,0
13561,2200,1,7,1,54,67,9,-6,5,2000,1,6,0
13562,2200,1,8,6,57,87.7,10,0,7,2200,1,7,0
13563,2200,1,9,9,56,99.3,11,-2,7,1800,6,7,0
13564,2200,1,10,10,57,20.7,6,4,8,1800,6,4,0
13565,2200,1,11,3,57,245,12,4,8,2200,3,9,0
13566,2200,1,12,8,54,4.5,3,0,1,2200,5,1,0
13567,1600,1,1,2,54,1.2,1,-6,1,1600,7,1,110
13568,1600,1,2,6,54,66,5,8,5,1600,3,6,360
13569,1600,1,3,1,54,10.9,3,-4,1,1400,4,5,170
13570,1600,1,4,3,54,74.6,6,-6,4,1600,1,7,0
13571,1600,1,5,4,54,97.6,7,2,4,1600,4,8,0
13572,1600,1,6,8,54,4.6,2,-2,1,1600,3,10,0
13573,1600,1,7,7,54,169.4,8,0,10,1400,9,10,0
13574,1600,1,8,5,54,13.7,4,-6,3,1600,5,2,0
13575,1600,1,1,15,49,5.3,3,4,1,1600,6,5,270
13576,1600,1,2,14,53,7.2,5,-4,4,1800,9,2,250
13577,1600,1,3,6,57,24.3,9,0,5,1800,4,10,520
13578,1600,1,4,9,54,6,4,2,4,1600,1,6,0
13579,1600,1,5,5,57,10.8,6,0,6,2200,10,3,0
13580,1600,1,6,8,54,15.6,7,0,7,1600,12,6,0
13581,1600,1,7,4,52,79.9,11,6,12,1200,4,3,0
13582,1600,1,8,13,52,4.4,1,6,1,1600,2,5,0
13583,1600,1,9,12,54,181.6,13,-22,14,1400,16,9,0
13584,1600,1,10,7,57,32.4,10,0,6,1600,13,5,0
13585,1600,1,11,3,57,4.6,2,0,2,1600,6,5,0
13586,1600,1,12,11,57,204,15,-6,11,2000,6,10,0
13587,1600,1,13,2,57,83.1,12,-3,1,1400,1,1,0
13588,1600,1,14,1,57,184,14,2,12,1400,11,10,0
13589,1600,1,15,10,57,17.9,8,2,6,1800,11,1,0
13590,2000,1,1,11,51,3,1,0,2,1800,15,5,140
13591,2000,1,2,14,54,35.8,10,-6,10,1600,14,8,740
13592,2000,1,3,9,56,5.8,3,-2,6,2200,14,4,190
13593,2000,1,4,7,56,61.4,12,-2,15,1400,10,10,0
13594,2000,1,5,6,51,13.9,5,-2,9,1800,3,8,0
13595,2000,1,6,1,56,7,4,0,4,2200,10,6,0
13596,2000,1,7,10,54,31.8,9,-2,8,1600,15,5,0
13597,2000,1,8,12,54,101.6,13,2,15,2200,17,15,0
13598,2000,1,9,5,56,26.4,8,-4,9,1400,8,13,0
13599,2000,1,10,8,51,21.7,7,-4,6,1800,12,8,0
13600,2000,1,11,15,54,16.5,6,0,5,2000,15,6,0
13601,2000,1,12,2,56,3.7,2,-4,3,2200,12,3,0
13602,2000,1,13,3,54,170.2,15,-6,9,1600,11,12,0
13603,2000,1,14,13,56,41,11,2,8,2000,8,9,0
13604,2000,1,15,4,56,111.2,14,4,10,2000,5,14,0
13605,2000,1,1,13,54,45,11,0,5,2000,13,11,680
13606,2000,1,2,15,54,12.1,4,0,5,2000,15,4,270
13607,2000,1,3,12,54,2.2,1,0,5,2000,12,1,120
13608,2000,1,4,6,54,4.3,2,0,5,2000,6,2,0
13609,2000,1,5,10,51,19.5,7,0,5,2000,10,7,0
13610,2000,1,6,2,54,37.6,10,0,5,2000,2,10,0
13611,2000,1,7,5,54,16.1,6,0,5,2000,5,6,0
13612,2000,1,8,7,54,114.7,14,0,5,2000,7,14,0
13613,2000,1,9,3,51,11.4,3,0,5,2000,3,3,0
13614,2000,1,10,16,54,208.5,16,0,5,2000,16,16,0
13615,2000,1,11,4,54,102.8,13,0,5,2000,4,13,0
13616,2000,1,12,1,54,79.6,12,0,5,2000,1,12,0
13617,2000,1,13,8,52,28.6,8,0,5,2000,8,8,0
13618,2000,1,14,11,54,183.7,15,0,5,2000,11,15,0
13619,2000,1,15,14,54,15.5,5,0,5,2000,14,5,0
13620,2000,1,16,9,54,32.3,9,0,5,2000,9,9,0
13621,1600,1,1,13,56,3.6,1,0,2,1600,9,4,150
13622,1600,1,2,16,56,7.1,4,2,3,1600,15,8,200
13623,1600,1,3,5,56,3.8,2,4,4,1600,14,2,140
13624,1600,1,4,10,54,32,8,-4,3,1600,3,12,0
13625,1600,1,5,1,54,3.9,3,8,9,1600,18,4,0
13626,1600,1,6,8,52,23.2,7,0,4,1600,11,11,0
13627,1600,1,7,6,54,90.6,12,10,7,1600,12,12,0
13628,1600,1,8,7,54,38.3,9,0,11,2000,6,4,0
13629,1600,1,9,12,56,39.7,10,-8,13,1400,16,10,0
13630,1600,1,10,9,56,69,11,-4,12,1400,12,12,0
13631,1600,1,11,14,51,139.5,15,-6,17,1600,5,13,0
13632,1600,1,12,2,54,114.3,14,8,8,1200,14,13,0
13633,1600,1,13,11,56,16.9,6,-14,14,1600,11,5,0
13634,1600,1,14,3,56,103.5,13,4,12,1400,6,7,0
13635,1600,1,15,4,56,161.1,16,8,6,1500,8,1,0
13636,1600,1,16,15,56,12,5,0,4,1600,3,7,0
13637,1600,1,1,1,52,2.4,1,2,1,1400,2,1,140
13638,1600,1,2,4,57,3.6,2,-2,3,1600,16,4,140
13639,1600,1,3,12,54,13.4,5,4,1,1400,12,2,240
13640,1600,1,4,2,57,48.3,11,2,7,1600,4,10,0
13641,1600,1,5,3,57,160.8,12,0,7,1200,3,5,0
13642,1600,1,6,5,57,43,10,0,11,1200,13,11,0
13643,1600,1,7,6,57,24.3,9,0,8,1600,10,4,0
13644,1600,1,8,11,57,6.4,3,-6,5,1400,9,2,0
13645,1600,1,9,7,57,17.8,6,2,4,1600,11,9,0
13646,1600,1,10,10,57,18.5,7,-8,13,1600,3,1,0
13647,1600,1,11,8,57,20.5,8,0,17,1400,5,5,0
13648,1600,1,12,9,57,10.7,4,-12,5,1400,13,2,0
13649,1600,1,1,5,52,4.9,3,2,10,1600,6,4,180
13650,1600,1,2,6,52,14.5,6,-8,14,1600,1,13,330
13651,1600,1,3,7,55.5,2.8,1,-4,2,1600,9,4,140
13652,1600,1,4,15,54,11.5,4,8,6,1600,10,17,0
13653,1600,1,5,1,54,28.6,9,4,6,1200,1,6,0
13654,1600,1,6,4,55,49.1,11,-4,14,1600,11,8,0
13655,1600,1,7,2,54,25.4,8,0,15,1600,11,14,0
13656,1600,1,8,14,53,4,2,0,3,1600,10,7,0
13657,1600,1,9,12,54,25,7,2,1,1400,7,2,0
13658,1600,1,10,16,56,43.8,10,2,10,1200,7,7,0
13659,1600,1,11,11,57,13.8,5,-4,12,1600,12,16,0
13660,1600,1,12,10,53,70.5,14,0,4,1600,3,9,0
13661,1600,1,13,8,52,83.6,15,-4,2,1400,4,10,0
13662,1600,1,14,13,56,60,13,6,10,1600,8,4,0
13663,1600,1,15,3,53,126.2,16,2,12,1600,3,14,0
13664,1600,1,16,9,56,59.2,12,4,9,1400,12,3,0
13665,1400,1,1,11,52,3.2,1,0,3,1400,3,3,140
13666,1400,1,2,15,57,3.4,2,12,11,1400,14,1,140
13667,1400,1,3,7,54,20.1,8,0,7,1400,12,8,410
13668,1400,1,4,6,52,8.8,4,4,2,1400,3,8,0
13669,1400,1,5,5,57,75.8,13,-28,15,1200,2,7,0
13670,1400,1,6,10,51,7.8,3,0,7,1400,7,2,0
13671,1400,1,7,8,55,159.2,15,6,13,1200,4,10,0
13672,1400,1,8,2,57,13.7,6,0,6,1400,7,4,0
13673,1400,1,9,1,57,79.8,14,6,6,1200,4,7,0
13674,1400,1,10,4,55,13.3,5,0,3,1400,4,11,0
13675,1400,1,11,9,55,26.7,9,-4,5,1400,1,6,0
13676,1400,1,12,3,53,48.5,11,0,9,1400,2,10,0
13677,1400,1,13,14,55,14.2,7,8,8,1600,4,1,0
13678,1400,1,14,13,55,30.2,10,0,7,1200,6,6,0
13679,1400,1,15,12,57,73.7,12,-4,14,1400,17,17,0
13680,2000,0,1,4,53,6.1,4,-4,3,2000,6,7,150
13681,2000,0,2,3,55,4.9,3,0,3,2000,11,5,150
13682,2000,0,3,10,55,3,2,-8,2,2000,13,6,130
13683,2000,0,4,1,55,2.6,1,0,5,2000,11,1,0
13684,2000,0,5,9,51,50.6,7,-2,10,2000,12,15,0
13685,2000,0,6,2,55,16.8,5,-2,5,2000,4,5,0
13686,2000,0,7,5,54,273.3,10,-2,11,2000,1,13,0
13687,2000,0,8,7,54,63.4,8,0,12,1600,5,11,0
13688,2000,0,9,8,55,31.5,6,2,7,1600,10,6,0
13689,2000,0,10,6,55,204.5,9,-6,15,1150,4,8,0
13690,1600,0,1,4,57,2.8,1,-8,5,1600,16,1,130
13691,1600,0,2,2,53,4.6,2,-2,4,1600,10,1,170
13692,1600,0,3,10,54,40.5,10,6,9,2000,5,7,570
13693,1600,0,4,12,54,10.8,5,4,3,1800,3,2,0
13694,1600,0,5,1,57,38.8,9,6,7,1400,15,8,0
13695,1600,0,6,13,57,156.5,13,0,10,1600,5,11,0
13696,1600,0,7,11,55,43.7,11,10,8,1200,6,2,0
13697,1600,0,8,6,55,114,12,-8,13,1600,2,7,0
13698,1600,0,9,9,54,12.4,7,-4,5,1600,1,9,0
13699,1600,0,11,15,54,9.7,4,0,2,1600,17,6,0
13700,1600,0,12,8,56,5.2,3,10,4,1800,5,4,0
13701,1600,0,13,16,52,27.8,8,0,1,1600,17,1,0
13702,1600,0,14,14,55,232.4,14,4,7,2000,2,12,0
13703,1600,0,15,7,54,265.7,15,0,10,1800,12,10,0
13704,1600,0,16,5,56,350.9,16,4,10,1800,5,15,0
13705,1400,0,1,7,55,18.1,6,6,10,1400,4,5,440
