着順,レース,芝ダ,距離,天候,馬場,馬番,斤量,単勝,人気,馬体重,増減
11,11,0,1400,0,0,5,56.0,375.0,16,516,-6
12,11,0,1400,0,0,16,56.0,18.4,8,486,2
13,11,0,1400,0,0,7,56.0,57.5,12,478,-2
14,11,0,1400,0,0,3,56.0,58.7,13,464,-2
15,11,0,1400,0,0,15,54.0,8.9,3,498,0
16,11,0,1400,0,0,14,57.0,16.4,6,538,6
17,11,0,1400,0,0,8,56.0,21.7,9,516,-10
18,11,0,1400,0,0,11,56.0,409.5,18,462,4
1,12,1,1400,0,0,4,55.0,5.5,2,488,-2
2,12,1,1400,0,0,8,55.0,137.6,15,462,10
3,12,1,1400,0,0,11,55.0,18.2,7,474,4
4,12,1,1400,0,0,6,55.0,9.5,5,482,-6
5,12,1,1400,0,0,14,57.0,22.3,8,482,4
6,12,1,1400,0,0,13,57.0,50.0,13,464,-4
7,12,1,1400,0,0,15,55.0,3.1,1,468,-8
8,12,1,1400,0,0,2,57.0,86.7,14,502,2
9,12,1,1400,0,0,10,56.0,343.6,16,490,-4
10,12,1,1400,0,0,9,57.0,24.9,9,508,2
11,12,1,1400,0,0,7,55.0,29.0,11,436,-10
12,12,1,1400,0,0,5,57.0,46.1,12,498,-6
13,12,1,1400,0,0,16,57.0,15.3,6,534,2
14,12,1,1400,0,0,1,57.0,6.2,3,504,-4
15,12,1,1400,0,0,12,57.0,6.9,4,470,-4
16,12,1,1400,0,0,3,57.0,25.1,10,462,-4
1,1,1,1800,0,0,8,54.0,3.1,1,452,-8
2,1,1,1800,0,0,10,54.0,8.2,5,504,-8
3,1,1,1800,0,0,11,54.0,15.4,6,466,-4
4,1,1,1800,0,0,6,54.0,4.6,3,442,2
5,1,1,1800,0,0,1,54.0,37.9,8,438,2
6,1,1,1800,0,0,5,54.0,39.5,9,496,18
7,1,1,1800,0,0,4,54.0,3.7,2,438,0
8,1,1,1800,0,0,7,53.0,30.7,7,410,-6
9,1,1,1800,0,0,9,51.0,284.8,11,422,6
10,1,1,1800,0,0,2,53.0,450.5,12,454,-8
11,1,1,1800,0,0,12,54.0,6.4,4,476,0
1,2,1,1400,0,0,11,56.0,6.8,3,504,6
2,2,1,1400,0,0,13,56.0,13.1,6,440,-6
3,2,1,1400,0,0,8,54.0,9.4,4,442,-6
4,2,1,1400,0,0,15,56.0,4.7,2,502,-4
5,2,1,1400,0,0,7,56.0,18.6,8,462,-2
6,2,1,1400,0,0,5,56.0,101.8,12,502,18
7,2,1,1400,0,0,14,56.0,38.9,10,494,0
8,2,1,1400,0,0,1,56.0,144.7,14,462,-2
9,2,1,1400,0,0,9,56.0,2.7,1,470,0
10,2,1,1400,0,0,3,56.0,115.6,13,514,24
11,2,1,1400,0,0,4,56.0,9.7,5,474,0
12,2,1,1400,0,0,16,56.0,91.4,11,512,14
13,2,1,1400,0,0,12,56.0,14.7,7,484,-2
14,2,1,1400,0,0,10,56.0,199.9,16,474,2
15,2,1,1400,0,0,2,56.0,19.0,9,484,14
1,3,1,1800,0,0,2,56.0,3.6,2,484,-16
2,3,1,1800,0,0,5,56.0,5.3,3,500,-6
3,3,1,1800,0,0,3,56.0,20.0,5,496,-2
4,3,1,1800,0,0,6,56.0,5.6,4,452,-12
5,3,1,1800,0,0,10,56.0,47.4,6,488,-4
6,3,1,1800,0,0,9,56.0,1.9,1,486,-14
7,3,1,1800,0,0,4,56.0,159.2,8,448,-14
8,3,1,1800,0,0,11,56.0,64.6,7,472,2
9,3,1,1800,0,0,8,55.0,285.2,10,540,-4
10,3,1,1800,0,0,1,56.0,479.7,11,406,-4
11,3,1,1800,0,0,7,56.0,162.3,9,434,0
1,5,1,1800,0,0,12,56.0,8.0,5,528,0
2,5,1,1800,0,0,9,56.0,2.4,1,516,0
3,5,1,1800,0,0,13,54.0,4.3,2,496,0
4,5,1,1800,0,0,1,56.0,7.5,4,474,0
5,5,1,1800,0,0,5,54.0,6.2,3,514,0
6,5,1,1800,0,0,11,56.0,17.1,6,472,0
7,5,1,1800,0,0,4,54.0,138.7,12,452,0
8,5,1,1800,0,0,7,54.0,27.2,7,464,0
9,5,1,1800,0,0,2,56.0,29.7,9,496,0
10,5,1,1800,0,0,8,56.0,27.7,8,514,0
11,5,1,1800,0,0,3,56.0,125.2,11,494,0
12,5,1,1800,0,0,6,56.0,236.2,13,506,0
13,5,1,1800,0,0,10,55.0,98.8,10,476,0
1,6,0,1800,0,0,1,56.0,1.2,1,472,-2
2,6,0,1800,0,0,4,56.0,14.7,4,482,-8
3,6,0,1800,0,0,2,56.0,4.6,2,476,0
4,6,0,1800,0,0,3,56.0,12.0,3,454,-2
5,6,0,1800,0,0,9,54.0,231.4,10,444,-2
6,6,0,1800,0,0,6,51.0,91.6,7,432,2
7,6,0,1800,0,0,11,56.0,22.8,5,442,0
8,6,0,1800,0,0,5,56.0,129.2,8,444,-2
9,6,0,1800,0,0,8,54.0,28.5,6,430,4
10,6,0,1800,0,0,10,54.0,192.5,9,452,-4
11,6,0,1800,0,0,7,54.0,386.8,11,478,6
1,7,0,1400,0,0,7,56.0,2.3,1,472,0
2,7,0,1400,0,0,12,56.0,48.6,9,462,-6
3,7,0,1400,0,0,10,54.0,3.5,2,450,-2
4,7,0,1400,0,0,4,56.0,16.2,5,470,-2
5,7,0,1400,0,0,13,56.0,12.6,4,498,-2
6,7,0,1400,0,0,3,54.0,88.8,12,444,-8
7,7,0,1400,0,0,6,53.0,5.0,3,440,2
8,7,0,1400,0,0,11,56.0,20.0,6,460,2
9,7,0,1400,0,0,8,56.0,25.9,8,448,-6
10,7,0,1400,0,0,1,56.0,22.3,7,436,12
11,7,0,1400,0,0,9,54.0,63.6,11,426,0
12,7,0,1400,0,0,5,54.0,57.1,10,404,-4
13,7,0,1400,0,0,2,56.0,200.8,13,440,-7
1,8,1,1800,0,0,4,57.0,2.3,1,504,-6
2,8,1,1800,0,0,9,57.0,3.4,2,492,2
3,8,1,1800,0,0,7,57.0,4.3,3,470,0
4,8,1,1800,0,0,10,57.0,63.3,8,488,-8
5,8,1,1800,0,0,8,57.0,21.5,5,526,-6
6,8,1,1800,0,0,1,57.0,23.5,6,512,-2
7,8,1,1800,0,0,3,54.0,90.9,10,486,34
8,8,1,1800,0,0,6,56.0,36.7,7,506,-4
9,8,1,1800,0,0,2,57.0,71.1,9,532,2
10,8,1,1800,0,0,5,57.0,6.9,4,464,2
1,9,0,2000,0,0,4,57.0,2.1,1,452,-6
2,9,0,2000,0,0,1,57.0,4.2,2,460,-6
3,9,0,2000,0,0,7,57.0,5.3,4,484,-2
4,9,0,2000,0,0,8,57.0,4.7,3,480,2
5,9,0,2000,0,0,3,57.0,50.2,8,518,-4
6,9,0,2000,0,0,5,55.0,41.1,7,456,-2
7,9,0,2000,0,0,9,57.0,59.5,9,472,0
8,9,0,2000,0,0,6,57.0,36.9,6,506,0
9,9,0,2000,0,0,2,57.0,15.1,5,468,8
1,10,1,1400,0,0,3,57.0,22.8,7,520,16
2,10,1,1400,0,0,11,55.0,2.7,1,484,-2
3,10,1,1400,0,0,9,57.0,52.3,10,492,-6
4,10,1,1400,0,0,8,55.0,22.3,6,464,-4
5,10,1,1400,0,0,7,57.0,18.2,5,510,0
6,10,1,1400,0,0,2,57.0,7.0,4,432,0
7,10,1,1400,0,0,13,55.0,72.0,11,434,-6
8,10,1,1400,0,0,10,55.0,5.1,3,504,2
9,10,1,1400,0,0,15,55.0,167.9,12,466,6
10,10,1,1400,0,0,6,57.0,29.6,8,470,0
11,10,1,1400,0,0,16,57.0,30.9,9,492,-6
12,10,1,1400,0,0,4,57.0,252.0,14,480,-4
13,10,1,1400,0,0,5,57.0,3.4,2,494,-2
14,10,1,1400,0,0,12,57.0,365.8,15,506,4
15,10,1,1400,0,0,14,57.0,557.3,16,488,10
16,10,1,1400,0,0,1,57.0,215.5,13,464,10
1,11,0,1600,0,0,5,54.0,1.8,1,494,10
2,11,0,1600,0,0,4,54.0,7.7,3,438,-8
3,11,0,1600,0,0,9,54.0,2.9,2,498,4
4,11,0,1600,0,0,10,54.0,10.9,4,430,-6
5,11,0,1600,0,0,6,54.0,97.3,8,436,-6
6,11,0,1600,0,0,8,54.0,13.5,5,484,-4
7,11,0,1600,0,0,3,54.0,19.4,6,442,6
8,11,0,1600,0,0,2,54.0,180.0,9,466,2
9,11,0,1600,0,0,1,54.0,284.9,10,392,-4
10,11,0,1600,0,0,7,54.0,76.9,7,462,-4
1,12,0,1200,0,0,4,57.0,2.4,1,446,-2
2,12,0,1200,0,0,6,55.0,4.7,2,484,-2
3,12,0,1200,0,0,15,55.0,34.7,9,490,-2
4,12,0,1200,0,0,12,55.0,6.8,4,454,6
5,12,0,1200,0,0,8,57.0,65.9,11,460,-2
6,12,0,1200,0,0,2,57.0,80.4,12,506,4
7,12,0,1200,0,0,11,57.0,30.9,7,460,-6
8,12,0,1200,0,0,9,57.0,92.4,13,494,8
9,12,0,1200,0,0,14,55.0,32.2,8,450,-4
10,12,0,1200,0,0,7,57.0,46.9,10,456,-12
11,12,0,1200,0,0,5,55.0,5.5,3,464,0
12,12,0,1200,0,0,10,57.0,18.5,6,492,-4
13,12,0,1200,0,0,16,57.0,150.7,15,522,-2
14,12,0,1200,0,0,3,55.0,96.0,14,474,0
15,12,0,1200,0,0,1,56.0,13.1,5,516,6
1,1,1,1400,0,0,11,54.0,4.8,3,442,4
2,1,1,1400,0,0,15,54.0,2.9,1,460,-4
3,1,1,1400,0,0,14,54.0,4.1,2,446,12
4,1,1,1400,0,0,8,54.0,20.9,7,450,-4
5,1,1,1400,0,0,4,54.0,51.4,10,434,-10
6,1,1,1400,0,0,10,54.0,14.9,6,416,0
7,1,1,1400,0,0,5,54.0,6.6,4,476,-2
8,1,1,1400,0,0,16,53.0,79.4,11,466,-2
9,1,1,1400,0,0,3,54.0,122.4,12,432,-3
10,1,1,1400,0,0,12,54.0,399.2,14,448,-6
11,1,1,1400,0,0,1,54.0,26.4,8,458,-8
12,1,1,1400,0,0,2,54.0,535.6,15,422,-2
13,1,1,1400,0,0,9,54.0,51.1,9,446,-12
14,1,1,1400,0,0,13,54.0,10.7,5,462,12
15,1,1,1400,0,0,6,51.0,324.6,13,472,-6
16,1,1,1400,0,0,7,53.0,624.0,16,444,-6
1,2,1,1200,0,0,4,56.0,3.6,2,446,-2
2,2,1,1200,0,0,13,56.0,3.1,1,438,10
3,2,1,1200,0,0,2,56.0,9.8,4,474,4
4,2,1,1200,0,0,9,56.0,40.0,8,430,-10
5,2,1,1200,0,0,10,54.0,3.8,3,454,-4
6,2,1,1200,0,0,1,56.0,168.4,13,500,-10
7,2,1,1200,0,0,6,56.0,156.7,12,408,-2
8,2,1,1200,0,0,8,53.0,15.9,7,484,-4
9,2,1,1200,0,0,12,56.0,139.8,11,450,0
10,2,1,1200,0,0,3,54.0,14.3,6,454,2
11,2,1,1200,0,0,11,56.0,13.6,5,458,-14
12,2,1,1200,0,0,5,53.0,488.7,16,502,6
13,2,1,1200,0,0,16,53.0,51.3,10,460,-2
14,2,1,1200,0,0,14,51.0,485.6,15,482,-2
15,2,1,1200,0,0,7,56.0,46.9,9,468,0
16,2,1,1200,0,0,15,53.0,345.1,14,418,0
1,3,1,1800,0,0,7,56.0,2.1,1,484,-6
2,3,1,1800,0,0,9,56.0,16.4,5,440,-4
3,3,1,1800,0,0,2,56.0,6.4,3,522,10
4,3,1,1800,0,0,1,56.0,3.2,2,460,-4
5,3,1,1800,0,0,4,56.0,42.0,8,498,-6
6,3,1,1800,0,0,10,55.0,195.3,11,466,-6
7,3,1,1800,0,0,14,56.0,69.7,10,442,-10
8,3,1,1800,0,0,11,56.0,425.3,13,442,-8
9,3,1,1800,0,0,12,56.0,34.1,7,504,2
10,3,1,1800,0,0,6,54.0,52.5,9,448,-2
11,3,1,1800,0,0,13,56.0,21.1,6,508,-6
12,3,1,1800,0,0,5,56.0,9.3,4,476,0
13,3,1,1800,0,0,3,53.0,357.8,12,472,12
14,3,1,1800,0,0,8,53.0,487.9,14,472,-12
1,4,1,1400,0,0,14,54.0,20.6,6,496,0
2,4,1,1400,0,0,12,54.0,18.2,5,478,0
3,4,1,1400,0,0,4,51.0,67.0,11,466,0
4,4,1,1400,0,0,5,54.0,7.8,4,476,0
5,4,1,1400,0,0,15,53.0,4.4,3,448,0
6,4,1,1400,0,0,13,54.0,207.7,16,448,0
7,4,1,1400,0,0,16,54.0,188.9,15,432,0
8,4,1,1400,0,0,3,54.0,2.5,1,456,0
9,4,1,1400,0,0,6,54.0,4.1,2,452,0
10,4,1,1400,0,0,10,54.0,65.2,10,460,0
11,4,1,1400,0,0,9,51.0,123.3,13,464,0
12,4,1,1400,0,0,11,56.0,29.9,8,476,0
13,4,1,1400,0,0,8,54.0,25.5,7,468,0
14,4,1,1400,0,0,7,54.0,144.9,14,440,0
15,4,1,1400,0,0,1,54.0,85.0,12,454,0
16,4,1,1400,0,0,2,56.0,46.3,9,494,0
1,5,0,1600,0,0,1,54.0,55.9,12,464,4
2,5,0,1600,0,0,6,54.0,4.9,2,436,-4
3,5,0,1600,0,0,12,56.0,2.6,1,480,-6
4,5,0,1600,0,0,11,56.0,10.3,5,448,-2
5,5,0,1600,0,0,5,56.0,7.9,3,492,12
6,5,0,1600,0,0,16,56.0,8.9,4,404,0
7,5,0,1600,0,0,3,54.0,16.3,7,424,-2
8,5,0,1600,0,0,8,56.0,64.6,13,460,18
9,5,0,1600,0,0,7,54.0,19.0,8,436,4
10,5,0,1600,0,0,10,55.0,25.5,10,438,-12
11,5,0,1600,0,0,13,56.0,14.9,6,470,-16
12,5,0,1600,0,0,4,54.0,22.6,9,430,-6
13,5,0,1600,0,0,9,56.0,71.5,14,444,14
14,5,0,1600,0,0,14,53.0,528.5,16,404,-12
15,5,0,1600,0,0,15,54.0,33.0,11,424,-6
16,5,0,1600,0,0,2,56.0,393.6,15,430,-5
1,6,1,1800,0,0,14,56.0,1.6,1,456,-6
2,6,1,1800,0,0,2,56.0,8.1,3,454,-10
3,6,1,1800,0,0,15,56.0,25.0,6,500,-6
4,6,1,1800,0,0,11,56.0,5.5,2,494,2
5,6,1,1800,0,0,7,54.0,15.6,4,434,-6
6,6,1,1800,0,0,4,56.0,71.0,10,488,-8
7,6,1,1800,0,0,8,56.0,87.6,13,490,-10
8,6,1,1800,0,0,3,56.0,28.5,7,526,2
9,6,1,1800,0,0,5,56.0,74.6,12,450,-4
10,6,1,1800,0,0,10,56.0,15.9,5,438,0
11,6,1,1800,0,0,6,56.0,107.2,14,528,8
12,6,1,1800,0,0,9,56.0,40.8,8,446,-6
13,6,1,1800,0,0,16,56.0,171.6,15,534,2
14,6,1,1800,0,0,1,54.0,194.8,16,516,-8
15,6,1,1800,0,0,13,51.0,43.2,9,470,6
16,6,1,1800,0,0,12,54.0,72.2,11,484,-10
1,7,1,1800,0,0,1,57.0,10.2,5,466,-6
2,7,1,1800,0,0,6,57.0,2.5,1,460,8
3,7,1,1800,0,0,9,57.0,5.3,3,512,10
4,7,1,1800,0,0,3,57.0,37.8,7,528,6
5,7,1,1800,0,0,10,57.0,3.5,2,486,-4
6,7,1,1800,0,0,8,57.0,70.5,8,504,0
7,7,1,1800,0,0,2,57.0,6.0,4,456,-12
8,7,1,1800,0,0,4,57.0,11.8,6,450,0
9,7,1,1800,0,0,7,55.0,155.0,9,486,18
10,7,1,1800,0,0,5,52.0,311.7,10,462,-4
1,8,1,2000,0,0,2,57.0,2.3,1,490,6
2,8,1,2000,0,0,1,57.0,2.8,2,518,-4
3,8,1,2000,0,0,4,57.0,11.8,4,488,-2
4,8,1,2000,0,0,6,57.0,3.5,3,514,6
5,8,1,2000,0,0,8,57.0,22.9,6,506,-6
6,8,1,2000,0,0,5,54.0,159.9,8,482,-10
7,8,1,2000,0,0,7,56.0,21.0,5,494,-8
8,8,1,2000,0,0,3,54.0,124.4,7,480,-2
1,9,0,1800,0,0,2,56.0,5.5,3,434,-2
2,9,0,1800,0,0,10,54.0,5.1,2,450,-8
4,9,0,1800,0,0,3,56.0,67.7,9,464,-10
5,9,0,1800,0,0,6,56.0,14.7,5,498,-8
6,9,0,1800,0,0,9,56.0,26.3,7,478,-6
7,9,0,1800,0,0,7,56.0,10.1,4,482,-4
8,9,0,1800,0,0,5,54.0,54.3,8,484,-10
9,9,0,1800,0,0,4,56.0,23.4,6,488,0
10,9,0,1800,0,0,11,56.0,94.7,10,466,2
11,9,0,1800,0,0,8,56.0,157.2,11,460,-8
1,10,0,1600,0,0,1,57.0,2.9,2,526,-2
2,10,0,1600,0,0,4,57.0,2.1,1,454,8
3,10,0,1600,0,0,8,57.0,10.1,4,528,10
4,10,0,1600,0,0,5,53.0,6.1,3,446,-4
5,10,0,1600,0,0,9,54.0,27.5,6,446,-2
6,10,0,1600,0,0,6,50.0,230.1,10,502,-4
7,10,0,1600,0,0,3,54.0,10.7,5,472,-4
8,10,0,1600,0,0,2,52.0,180.1,9,440,-8
9,10,0,1600,0,0,7,54.0,29.7,7,530,2
10,10,0,1600,0,0,10,54.0,58.5,8,522,2
1,11,0,1800,0,0,2,55.0,5.1,4,496,-4
2,11,0,1800,0,0,3,55.0,10.9,5,474,-4
3,11,0,1800,0,0,5,57.0,4.6,3,486,6
4,11,0,1800,0,0,6,55.0,21.6,9,490,0
5,11,0,1800,0,0,12,55.0,16.8,7,486,6
6,11,0,1800,0,0,10,53.0,81.7,11,494,14
7,11,0,1800,0,0,7,55.0,4.0,1,474,6
8,11,0,1800,0,0,9,54.0,78.8,10,516,16
9,11,0,1800,0,0,8,57.0,17.2,8,454,-6
10,11,0,1800,0,0,11,57.0,4.2,2,478,8
11,11,0,1800,0,0,4,54.0,14.6,6,548,4
12,11,0,1800,0,0,1,53.0,113.5,12,454,8
1,12,1,1400,0,0,2,55.0,3.7,2,476,-8
2,12,1,1400,0,0,6,57.0,20.4,8,462,-8
3,12,1,1400,0,0,10,57.0,3.9,3,504,-6
4,12,1,1400,0,0,3,56.0,19.9,7,510,-8
5,12,1,1400,0,0,11,54.0,55.2,12,464,4
6,12,1,1400,0,0,5,57.0,9.7,4,506,4
7,12,1,1400,0,0,15,57.0,16.9,6,452,-10
8,12,1,1400,0,0,9,55.0,38.6,10,422,-21
9,12,1,1400,0,0,14,57.0,15.3,5,472,-10
10,12,1,1400,0,0,16,57.0,54.2,11,468,-6
11,12,1,1400,0,0,8,57.0,29.2,9,460,-4
12,12,1,1400,0,0,12,57.0,170.4,14,480,6
13,12,1,1400,0,0,7,57.0,3.5,1,458,-10
14,12,1,1400,0,0,4,55.0,57.3,13,480,2
15,12,1,1400,0,0,1,57.0,193.4,15,460,-2
16,12,1,1400,0,0,13,54.0,239.8,16,462,-14
1,1,1,1800,0,1,2,56.0,1.1,1,490,-2
2,1,1,1800,0,1,6,55.0,95.5,8,542,-6
3,1,1,1800,0,1,3,56.0,7.5,2,492,0
4,1,1,1800,0,1,8,56.0,23.7,5,496,0
5,1,1,1800,0,1,7,56.0,21.7,4,452,2
6,1,1,1800,0,1,1,56.0,63.3,6,466,-6
7,1,1,1800,0,1,5,54.0,73.8,7,478,-2
8,1,1,1800,0,1,9,56.0,15.6,3,504,-6
9,1,1,1800,0,1,4,56.0,127.3,9,458,0
1,2,1,1400,0,1,8,54.0,1.7,1,468,-4
2,2,1,1400,0,1,6,54.0,43.1,8,468,2
3,2,1,1400,0,1,12,54.0,36.0,7,440,10
4,2,1,1400,0,1,5,54.0,5.0,2,452,0
5,2,1,1400,0,1,11,54.0,12.9,4,464,-2
6,2,1,1400,0,1,10,54.0,18.7,6,466,-10
7,2,1,1400,0,1,9,54.0,202.3,13,454,2
8,2,1,1400,0,1,3,54.0,5.9,3,466,2
9,2,1,1400,0,1,4,53.0,476.2,16,418,-2
10,2,1,1400,0,1,14,54.0,112.6,10,442,-14
11,2,1,1400,0,1,7,54.0,13.5,5,472,-6
12,2,1,1400,0,1,13,54.0,85.5,9,490,0
13,2,1,1400,0,1,15,54.0,164.8,11,450,2
14,2,1,1400,0,1,16,54.0,184.6,12,494,14
15,2,1,1400,0,1,1,53.0,252.2,14,464,0
16,2,1,1400,0,1,2,51.0,461.8,15,448,-6
1,3,1,1800,0,1,9,56.0,5.8,3,472,0
2,3,1,1800,0,1,13,56.0,21.6,6,518,0
3,3,1,1800,0,1,5,56.0,3.4,2,530,0
4,3,1,1800,0,1,7,54.0,2.5,1,482,0
5,3,1,1800,0,1,6,54.0,52.0,9,446,0
6,3,1,1800,0,1,1,56.0,27.6,8,424,0
7,3,1,1800,0,1,3,54.0,14.0,5,470,0
8,3,1,1800,0,1,10,55.0,54.4,10,482,0
9,3,1,1800,0,1,4,56.0,79.6,12,544,0
10,3,1,1800,0,1,15,54.0,72.8,11,452,0
11,3,1,1800,0,1,16,56.0,193.6,14,456,0
12,3,1,1800,0,1,8,56.0,100.4,13,438,0
13,3,1,1800,0,1,14,54.0,8.3,4,452,0
14,3,1,1800,0,1,2,56.0,27.1,7,428,0
15,3,1,1800,0,1,11,56.0,278.2,16,454,0
16,3,1,1800,0,1,12,56.0,241.9,15,470,0
1,4,0,1400,0,1,5,56.0,2.7,2,450,-4
2,4,0,1400,0,1,6,54.0,34.1,7,446,0
2,4,0,1400,0,1,11,56.0,2.6,1,464,24
4,4,0,1400,0,1,14,54.0,20.9,6,440,0
5,4,0,1400,0,1,16,54.0,14.1,5,418,2
6,4,0,1400,0,1,2,56.0,350.1,15,450,4
7,4,0,1400,0,1,12,56.0,5.5,3,456,6
8,4,0,1400,0,1,8,54.0,170.0,12,474,0
9,4,0,1400,0,1,13,54.0,40.4,8,408,4
10,4,0,1400,0,1,7,56.0,136.6,10,458,14
11,4,0,1400,0,1,4,56.0,9.0,4,474,4
12,4,0,1400,0,1,1,53.0,526.1,16,436,4
13,4,0,1400,0,1,15,53.0,155.7,11,446,0
14,4,0,1400,0,1,9,54.0,304.9,14,466,0
15,4,0,1400,0,1,10,56.0,99.2,9,474,-8
16,4,0,1400,0,1,3,54.0,298.6,13,456,0
1,5,0,1800,0,0,12,56.0,2.3,1,470,-4
2,5,0,1800,0,0,9,56.0,6.5,3,478,-4
3,5,0,1800,0,0,5,56.0,12.5,5,460,6
4,5,0,1800,0,0,14,56.0,170.6,10,448,2
5,5,0,1800,0,0,3,54.0,7.1,4,448,0
6,5,0,1800,0,0,10,56.0,13.5,6,464,6
7,5,0,1800,0,0,1,54.0,3.6,2,408,-6
8,5,0,1800,0,0,4,54.0,313.3,13,410,-2
9,5,0,1800,0,0,13,56.0,25.4,7,458,-8
10,5,0,1800,0,0,6,54.0,46.1,9,474,0
11,5,0,1800,0,0,2,54.0,224.8,11,426,-8
12,5,0,1800,0,0,8,55.0,38.5,8,492,0
13,5,0,1800,0,0,7,56.0,366.3,14,426,-4
14,5,0,1800,0,0,11,54.0,268.1,12,446,-12
1,6,1,2000,0,1,7,57.0,9.4,5,526,-2
2,6,1,2000,0,1,9,57.0,2.0,1,458,0
3,6,1,2000,0,1,5,57.0,8.4,4,462,-6
4,6,1,2000,0,1,4,57.0,3.4,2,460,0
5,6,1,2000,0,1,10,57.0,6.4,3,530,-4
6,6,1,2000,0,1,2,57.0,54.6,7,466,8
7,6,1,2000,0,1,1,57.0,111.4,9,468,-4
8,6,1,2000,0,1,8,56.0,25.2,6,470,8
9,6,1,2000,0,1,3,55.0,86.8,8,444,0
10,6,1,2000,0,1,6,57.0,111.9,10,502,-6
1,7,1,1200,0,1,11,54.0,11.5,6,540,6
2,7,1,1200,0,1,14,57.0,6.7,2,488,-2
3,7,1,1200,0,1,15,54.0,68.8,13,494,0
4,7,1,1200,0,1,16,57.0,7.6,3,486,-8
5,7,1,1200,0,1,5,57.0,9.7,5,484,-2
6,7,1,1200,0,1,13,57.0,15.9,8,492,2
7,7,1,1200,0,1,4,57.0,16.7,9,460,2
8,7,1,1200,0,1,1,57.0,219.2,16,482,2
9,7,1,1200,0,1,8,57.0,8.5,4,504,2
10,7,1,1200,0,1,10,57.0,52.8,11,470,2
11,7,1,1200,0,1,12,55.0,18.2,10,452,0
12,7,1,1200,0,1,6,55.0,79.7,14,548,0
13,7,1,1200,0,1,2,56.0,13.2,7,494,14
14,7,1,1200,0,1,9,57.0,151.4,15,470,-2
15,7,1,1200,0,1,3,57.0,2.9,1,482,-2
16,7,1,1200,0,1,7,55.0,61.6,12,456,12
1,9,0,2400,0,0,4,54.0,4.5,4,450,-6
2,9,0,2400,0,0,10,56.0,3.2,2,456,-10
3,9,0,2400,0,0,5,56.0,15.6,5,472,2
4,9,0,2400,0,0,8,56.0,29.6,6,500,2
5,9,0,2400,0,0,3,56.0,4.2,3,464,-2
6,9,0,2400,0,0,1,56.0,282.7,9,462,-10
7,9,0,2400,0,0,2,54.0,43.3,7,446,4
8,9,0,2400,0,0,7,56.0,87.2,8,470,-6
9,9,0,2400,0,0,9,56.0,2.8,1,494,2
10,9,0,2400,0,0,6,54.0,696.4,10,418,-1
1,10,0,1600,0,0,4,55.0,4.5,3,454,-6
2,10,0,1600,0,0,5,55.0,7.9,5,496,-8
3,10,0,1600,0,0,8,55.0,5.9,4,464,-8
4,10,0,1600,0,0,7,55.0,3.3,1,466,6
5,10,0,1600,0,0,2,55.0,3.4,2,460,-2
6,10,0,1600,0,0,1,55.0,28.0,8,442,-12
7,10,0,1600,0,0,9,55.0,21.4,7,500,2
8,10,0,1600,0,0,3,55.0,16.7,6,470,8
9,10,0,1600,0,0,6,55.0,143.5,9,458,-4
1,11,1,1400,0,1,14,56.0,5.8,4,480,2
2,11,1,1400,0,1,8,57.0,33.4,9,458,0
3,11,1,1400,0,1,1,56.0,15.0,6,492,-8
4,11,1,1400,0,1,9,56.0,2.7,1,530,-6
5,11,1,1400,0,1,11,56.0,5.6,3,488,2
6,11,1,1400,0,1,10,56.0,243.1,14,484,-10
7,11,1,1400,0,1,5,56.0,186.2,12,498,-8
8,11,1,1400,0,1,12,57.0,11.0,5,484,4
9,11,1,1400,0,1,4,57.0,4.3,2,560,-4
10,11,1,1400,0,1,13,56.0,27.0,8,516,4
11,11,1,1400,0,1,2,56.0,24.8,7,532,-10
12,11,1,1400,0,1,6,56.0,189.7,13,494,-2
13,11,1,1400,0,1,7,56.0,52.8,10,492,6
14,11,1,1400,0,1,3,56.0,117.8,11,488,-14
1,12,1,1800,0,1,6,55.0,1.7,1,490,-2
2,12,1,1800,0,1,1,57.0,189.2,11,482,0
3,12,1,1800,0,1,12,57.0,17.0,4,526,0
4,12,1,1800,0,1,3,57.0,4.2,2,440,2
5,12,1,1800,0,1,9,55.0,150.7,10,480,-6
6,12,1,1800,0,1,2,57.0,18.6,5,484,4
7,12,1,1800,0,1,10,57.0,244.1,12,480,-4
8,12,1,1800,0,1,13,57.0,5.2,3,512,12
9,12,1,1800,0,1,7,57.0,72.4,9,500,-6
10,12,1,1800,0,1,11,56.0,40.2,8,476,-8
11,12,1,1800,0,1,8,57.0,20.0,6,474,0
12,12,1,1800,0,1,4,57.0,26.4,7,520,0
1,1,1,1800,0,1,3,54.0,1.2,1,524,-2
2,1,1,1800,0,1,5,54.0,5.9,2,490,16
3,1,1,1800,0,1,7,54.0,81.7,8,460,-10
4,1,1,1800,0,1,6,54.0,36.6,6,444,-4
5,1,1,1800,0,1,4,54.0,9.9,4,454,-2
6,1,1,1800,0,1,8,54.0,9.5,3,458,-12
7,1,1,1800,0,1,9,54.0,49.5,7,468,-2
8,1,1,1800,0,1,2,54.0,216.3,9,430,-6
9,1,1,1800,0,1,1,53.0,28.2,5,460,0
1,2,1,1200,0,1,8,56.0,3.0,1,486,22
2,2,1,1200,0,1,10,56.0,22.3,7,492,-2
3,2,1,1200,0,1,1,54.0,3.7,2,472,-10
4,2,1,1200,0,1,11,56.0,9.3,5,500,-4
